0.500426,0.500426,0.549493,0.493184,0.493184,0.549493,0.500426,0.511995,0.536403,0.526087,0.504105,0.564712,0.536952,0.516503,0.534274,0.607405,0.626508,0.605258,0.615892,0.623213,0.562573,0.526130,0.606125,0.550195,0.542000,0.564417,0.526972,0.504571,0.544270,0.601160,0.684392,0.592939,0.571072,0.560986,0.707306,0.715990,0.661558,0.552296,0.662018,0.546279,0.514448,0.537124,0.652794,0.609196,0.565332,0.527315,0.626767,0.583590,0.594722,0.630994,0.556991,0.537169,0.501325,0.619424,0.618143,0.534022,0.519490,0.596555,0.592393,0.640097,0.634119,0.612831,0.619599,0.651878,0.612917,0.611511,0.654147,0.647085,0.647085,0.654147,0.611511
0.542979,0.542979,0.511038,0.490140,0.490140,0.511038,0.542979,0.534600,0.515201,0.492358,0.540452,0.523942,0.502878,0.543133,0.522898,0.535018,0.519889,0.572743,0.558257,0.506612,0.547053,0.503861,0.556139,0.541113,0.584122,0.539316,0.519222,0.522181,0.514930,0.548620,0.571115,0.536695,0.499508,0.587135,0.562116,0.600490,0.506599,0.489031,0.506147,0.518770,0.534386,0.591228,0.635445,0.638747,0.590517,0.593080,0.565485,0.566235,0.605351,0.568252,0.597836,0.613919,0.612207,0.587637,0.609760,0.595834,0.617402,0.690721,0.655813,0.669928,0.620548,0.650713,0.657554,0.647921,0.665383,0.650697,0.613796,0.679847,0.679847,0.613796,0.650697
0.555835,0.555835,0.470789,0.465453,0.465453,0.470789,0.555835,0.485486,0.484858,0.560060,0.485604,0.501854,0.504280,0.457747,0.500563,0.533341,0.497122,0.544329,0.517455,0.558733,0.536669,0.528777,0.522264,0.474858,0.484979,0.558848,0.529342,0.535116,0.550026,0.536136,0.537306,0.564119,0.511525,0.510241,0.514948,0.528460,0.501383,0.468608,0.593093,0.554894,0.544048,0.575824,0.621403,0.527072,0.601637,0.614769,0.610908,0.623072,0.631005,0.612449,0.580845,0.628802,0.654343,0.655039,0.610523,0.623158,0.618917,0.662238,0.682034,0.721455,0.681980,0.688593,0.619842,0.609769,0.637001,0.640961,0.678728,0.572483,0.572483,0.678728,0.640961
0.555835,0.555835,0.470789,0.465453,0.465453,0.470789,0.555835,0.485486,0.484858,0.560060,0.485604,0.501854,0.504280,0.457747,0.500563,0.533341,0.497122,0.544329,0.517455,0.558733,0.536669,0.528777,0.522264,0.474858,0.484979,0.558848,0.529342,0.535116,0.550026,0.536136,0.537306,0.564119,0.511525,0.510241,0.514948,0.528460,0.501383,0.468608,0.593093,0.554894,0.544048,0.575824,0.621403,0.527072,0.601637,0.614769,0.610908,0.623072,0.631005,0.612449,0.580845,0.628802,0.654343,0.655039,0.610523,0.623158,0.618917,0.662238,0.682034,0.721455,0.681980,0.688593,0.619842,0.609769,0.637001,0.640961,0.678728,0.572483,0.572483,0.678728,0.640961
0.542979,0.542979,0.511038,0.490140,0.490140,0.511038,0.542979,0.534600,0.515201,0.492358,0.540452,0.523942,0.502878,0.543133,0.522898,0.535018,0.519889,0.572743,0.558257,0.506612,0.547053,0.503861,0.556139,0.541113,0.584122,0.539316,0.519222,0.522181,0.514930,0.548620,0.571115,0.536695,0.499508,0.587135,0.562116,0.600490,0.506599,0.489031,0.506147,0.518770,0.534386,0.591228,0.635445,0.638747,0.590517,0.593080,0.565485,0.566235,0.605351,0.568252,0.597836,0.613919,0.612207,0.587637,0.609760,0.595834,0.617402,0.690721,0.655813,0.669928,0.620548,0.650713,0.657554,0.647921,0.665383,0.650697,0.613796,0.679847,0.679847,0.613796,0.650697
0.500426,0.500426,0.549493,0.493184,0.493184,0.549493,0.500426,0.511995,0.536403,0.526087,0.504105,0.564712,0.536952,0.516503,0.534274,0.607405,0.626508,0.605258,0.615892,0.623213,0.562573,0.526130,0.606125,0.550195,0.542000,0.564417,0.526972,0.504571,0.544270,0.601160,0.684392,0.592939,0.571072,0.560986,0.707306,0.715990,0.661558,0.552296,0.662018,0.546279,0.514448,0.537124,0.652794,0.609196,0.565332,0.527315,0.626767,0.583590,0.594722,0.630994,0.556991,0.537169,0.501325,0.619424,0.618143,0.534022,0.519490,0.596555,0.592393,0.640097,0.634119,0.612831,0.619599,0.651878,0.612917,0.611511,0.654147,0.647085,0.647085,0.654147,0.611511
0.494357,0.494357,0.511770,0.453175,0.453175,0.511770,0.494357,0.554429,0.529461,0.489773,0.515247,0.541814,0.552011,0.536191,0.622345,0.643257,0.645038,0.640992,0.689230,0.709085,0.635645,0.615287,0.643624,0.615708,0.591074,0.575123,0.582168,0.561006,0.661467,0.747783,0.752462,0.709454,0.697569,0.681267,0.713689,0.759770,0.751198,0.543935,0.643957,0.753755,0.554639,0.567974,0.643934,0.600241,0.556956,0.569640,0.615594,0.560279,0.572881,0.612116,0.603467,0.550495,0.536053,0.554259,0.541939,0.379908,0.494024,0.564396,0.557069,0.519529,0.607587,0.598625,0.590174,0.527220,0.564180,0.597342,0.585708,0.529310,0.529310,0.585708,0.597342
0.538591,0.538591,0.473520,0.521166,0.521166,0.473520,0.538591,0.511965,0.533948,0.520967,0.554297,0.509037,0.541684,0.548528,0.626867,0.650527,0.672700,0.670277,0.728476,0.680394,0.721123,0.702360,0.652439,0.658597,0.631464,0.696368,0.700298,0.676116,0.700773,0.799435,0.792057,0.758948,0.782829,0.754779,0.813549,0.779205,0.764022,0.673186,0.609626,0.729599,0.659554,0.569285,0.643686,0.623458,0.559833,0.566138,0.536350,0.534059,0.596471,0.580169,0.586885,0.565102,0.539806,0.578310,0.427785,0.481261,0.535204,0.575338,0.517823,0.569146,0.535940,0.546363,0.568467,0.508981,0.452895,0.559522,0.541547,0.545775,0.545775,0.541547,0.559522
0.488994,0.488994,0.498818,0.488199,0.488199,0.498818,0.488994,0.584919,0.572370,0.602742,0.549485,0.541787,0.515755,0.550660,0.637197,0.688476,0.678394,0.691868,0.677106,0.717914,0.668901,0.674464,0.651751,0.643676,0.692437,0.724981,0.750934,0.683037,0.734632,0.717741,0.710110,0.709176,0.726170,0.712349,0.714414,0.755207,0.720101,0.713948,0.567413,0.766311,0.629748,0.546696,0.659422,0.662055,0.601114,0.576612,0.554836,0.557989,0.556628,0.554296,0.567774,0.567343,0.558521,0.481313,0.469015,0.501975,0.593206,0.580544,0.554942,0.556400,0.550014,0.585908,0.607224,0.579395,0.510001,0.549708,0.538630,0.539653,0.539653,0.538630,0.549708
0.462771,0.462771,0.491209,0.483870,0.483870,0.491209,0.462771,0.539030,0.664105,0.670324,0.632168,0.675787,0.607529,0.564348,0.630870,0.647772,0.631817,0.695897,0.627937,0.621824,0.691719,0.668889,0.649843,0.681615,0.700728,0.726762,0.719552,0.705125,0.726560,0.754693,0.733487,0.797972,0.739017,0.723938,0.776965,0.772838,0.680091,0.750407,0.563676,0.600582,0.661114,0.593579,0.611138,0.674045,0.602628,0.563358,0.565108,0.526657,0.576579,0.595789,0.556458,0.520885,0.496282,0.407136,0.542604,0.584186,0.549106,0.564977,0.546275,0.552626,0.604812,0.554199,0.556529,0.581725,0.574895,0.585914,0.581447,0.540332,0.540332,0.581447,0.585914
