0.021291,0.021291,0.027765,-0.001142,0.027593,0.028680,-0.004817,0.025588,0.023047,0.016742,0.027980,0.019133,0.006508,0.024485,0.005717,0.019765,0.001809,0.013506,0.014486,0.016939,0.027906,0.027460,0.005460,0.019699,0.015983,0.011481,0.016800,0.018157,0.004533,0.022480,0.021105,0.022143,0.012648,0.003110,0.023258,-0.006651,0.016935,0.013583,0.012465,0.004008,0.007143,0.011249,0.005578,0.012312,0.010981,0.004665,0.011573,0.020039,0.002954,-0.000341,0.007220,0.025217,0.022899,0.028614,0.013330,0.010520,-0.001622,0.014766,0.001941,0.020639,0.024649,0.007787,0.010595,-0.000729,0.032978,0.011498,0.009137,-0.000936,-0.000502,0.002665,0.016961,-0.004812,0.000184,0.014641,-0.003784,0.009228,0.008702,-0.027464,0.001941,0.023062,0.035010,-0.010673,-0.000637,-0.020077,-0.005242,-0.025364,-0.012347,-0.002753,-0.004571,0.000882,-0.005544,-0.017112,-0.008564,0.012135,-0.025620,-0.008658,-0.008711,-0.020238,-0.023940,-0.003319,-0.015723,-0.024659,-0.029805,-0.007000,-0.022869,-0.022196,-0.020599,-0.012624,-0.013711,-0.026354,-0.009553,-0.019542,-0.022861,-0.021686,-0.013857,-0.018451,-0.014213,-0.032905,-0.021018,-0.010888,-0.024733,-0.002516,-0.009492,-0.014559,-0.013104,-0.023231,-0.017796,0.012573,-0.029071
0.022758,0.022758,-0.005492,0.024287,0.015346,0.007864,0.012003,0.022507,-0.006314,0.009962,0.015536,0.019588,0.010630,0.008581,0.018222,0.022465,0.010325,0.019823,0.029749,-0.016027,0.008226,0.011962,0.008129,0.015761,0.025411,0.015451,0.028644,0.003136,0.020616,0.013443,0.019412,-0.013459,0.014159,0.023344,0.008655,0.005514,0.019327,0.023735,0.016694,0.012300,0.006435,0.010040,0.032459,-0.017367,0.016135,0.014681,-0.007915,0.020966,0.026124,0.037740,-0.008251,0.002508,-0.002438,-0.002241,0.016343,0.013827,-0.001393,0.004657,0.013935,0.010205,-0.007753,0.014715,0.022165,0.009698,-0.017494,0.032423,0.012286,0.022836,0.001943,0.002921,0.019586,0.006219,-0.010458,-0.015982,0.011982,-0.005790,0.004990,-0.034382,0.024944,0.022883,-0.013632,0.010501,0.005530,-0.018090,-0.017062,-0.005903,-0.006741,-0.014208,-0.003091,-0.023724,-0.022410,-0.005642,-0.001235,-0.008682,-0.004545,-0.001650,-0.013696,-0.007261,-0.016849,-0.000068,-0.033093,0.008534,-0.019125,-0.019576,-0.023741,-0.018732,-0.017286,-0.035444,-0.016033,-0.015177,-0.030561,-0.026538,-0.015189,-0.019569,-0.017803,-0.030684,-0.006110,-0.001780,-0.015635,-0.023530,0.009319,-0.029878,-0.014782,-0.019488,-0.000705,-0.006179,-0.023544,-0.013881,-0.006470
0.010970,0.010970,0.031143,0.005178,0.020296,0.015145,0.023739,0.003444,0.026965,0.010528,0.021052,0.010728,0.017178,0.011698,0.019750,-0.008396,0.020928,0.001717,0.006102,0.022252,0.008413,0.022159,0.003214,0.010386,0.017051,0.016659,-0.009620,0.012767,0.013882,-0.001632,0.020414,0.003666,0.017830,0.008962,0.008914,-0.001413,0.025049,0.006996,0.010383,0.022276,0.014996,0.010536,0.009745,0.025382,0.023502,-0.000951,0.011967,0.003820,0.003386,0.013281,0.000058,0.013718,0.021244,0.011694,-0.005650,0.020746,0.000893,0.024550,0.014444,-0.002618,0.021910,0.042341,-0.003484,0.010370,0.005705,-0.004928,0.028349,0.028340,-0.015748,0.018543,-0.002399,0.020885,0.013450,0.015922,0.006779,-0.006425,-0.011884,-0.034591,-0.034424,-0.017968,-0.015362,-0.004484,-0.011338,-0.002450,0.007170,-0.006191,-0.008031,-0.014390,0.015217,-0.013039,-0.006448,-0.001844,-0.000134,-0.000263,0.004259,0.012629,-0.005745,-0.001082,0.001814,-0.021939,-0.033745,-0.010237,-0.005174,-0.014704,-0.008562,-0.018521,-0.026551,-0.010461,-0.012347,-0.014403,-0.013676,-0.019664,-0.020283,-0.014492,-0.021981,-0.024127,0.004619,-0.034940,-0.027183,-0.015709,-0.020649,-0.009660,-0.014353,-0.026128,-0.035186,-0.007924,-0.025604,-0.020442,-0.000977
0.022175,0.022175,0.012016,0.028065,0.023395,0.017139,0.019424,0.028515,-0.000949,0.001243,0.020730,0.003411,0.008784,0.023469,0.001093,0.034697,0.028705,0.000280,0.011863,0.023268,0.019262,0.011887,0.008567,0.001192,0.013550,-0.006399,0.001175,0.019614,-0.017386,0.011756,0.011818,-0.002108,0.004153,0.029568,0.008854,0.028505,0.028685,-0.000017,0.009801,0.019974,-0.010904,0.001306,0.008821,0.004049,0.023181,0.006645,-0.006295,0.012793,0.022381,0.011928,0.017121,0.003954,-0.002514,0.010039,0.003647,0.013377,0.015636,-0.008624,0.013443,0.011455,0.003524,-0.003225,-0.012924,-0.021491,-0.005489,-0.018534,0.026732,0.023739,-0.018728,0.017095,0.019006,0.004701,0.015540,0.033176,0.028577,0.029471,0.013491,-0.012583,-0.011178,-0.049515,0.001044,0.011387,-0.001089,0.009226,-0.000575,-0.015850,0.019814,-0.007329,-0.007719,-0.007281,0.020642,-0.021768,0.016812,-0.018268,-0.002864,-0.010567,-0.017038,-0.020612,-0.013347,-0.011807,0.003126,-0.002434,0.007686,-0.007905,-0.053143,0.055884,0.017601,-0.024314,-0.021720,-0.009372,-0.015661,-0.001232,-0.032747,-0.026590,0.005045,-0.023053,-0.029871,-0.023595,-0.007653,-0.018497,-0.014523,-0.020827,-0.024988,-0.019543,0.004917,-0.014200,-0.010698,-0.019641,-0.002643
0.021262,0.021262,0.023906,0.021565,0.006811,0.032529,0.009119,0.022030,0.021823,0.006895,0.018402,0.015242,0.031679,0.017263,-0.003904,0.005084,0.030691,0.013393,0.017810,0.018022,0.006454,0.034447,0.011238,0.032340,-0.016828,0.008038,-0.022833,-0.008687,0.001899,-0.026600,0.003734,-0.011359,-0.002365,0.007502,0.018694,-0.012455,-0.013507,0.013925,0.026027,0.036320,0.006096,0.007246,0.013508,0.023093,0.020646,0.014896,0.001017,-0.001922,0.012321,0.013747,0.002241,0.001209,-0.022522,-0.047327,-0.008540,0.002980,0.017835,0.010016,-0.003148,0.039579,0.003632,0.005794,-0.010619,-0.029107,-0.033758,-0.029806,-0.026143,0.038526,-0.037183,-0.003358,-0.010644,0.009033,-0.000512,-0.004598,0.016243,0.020214,0.009457,-0.018806,-0.019944,0.003901,0.003427,0.017122,-0.015973,0.009115,0.001062,0.014143,-0.032078,0.003235,-0.005824,-0.018098,-0.011706,0.006773,-0.012500,-0.004292,-0.022971,-0.011217,-0.012111,-0.009160,-0.000155,-0.007860,-0.007312,-0.002286,-0.024471,-0.023717,0.037265,0.014947,0.002239,-0.030168,-0.001242,-0.016975,-0.014253,-0.020421,0.007302,-0.019482,-0.024276,-0.016608,-0.014226,-0.015197,-0.016103,-0.012433,-0.015894,-0.009199,-0.017548,-0.021109,-0.029781,-0.020630,-0.013560,-0.017811,-0.020822
0.013584,0.013584,0.007858,0.015013,0.024183,0.015140,0.009647,0.009703,0.016571,0.016095,0.018322,0.009232,-0.001448,0.023804,0.015778,0.019302,0.016727,0.005052,0.011656,-0.005857,0.016134,0.020212,-0.016944,-0.002625,-0.015181,-0.031574,0.000106,-0.017846,-0.009002,-0.035982,-0.010738,-0.008328,-0.027754,-0.012495,-0.008093,-0.002412,0.014643,0.019004,0.009132,-0.023493,0.017641,0.037330,0.015473,-0.016963,0.012544,0.000595,0.018679,0.017883,0.007490,0.005330,0.005479,-0.007380,-0.025810,0.002123,-0.030610,-0.012532,-0.011007,-0.012489,0.005378,0.005178,-0.019825,-0.019531,-0.024645,-0.005864,-0.018169,-0.014679,-0.038163,0.042778,0.000605,-0.035033,-0.023961,0.001001,-0.016004,0.009246,-0.010033,0.027579,-0.000784,-0.036474,-0.038629,-0.015814,0.044697,-0.006957,0.005577,-0.007928,0.014997,-0.000390,0.006953,0.006109,-0.000284,0.008760,-0.006607,-0.029509,-0.014523,0.005262,-0.003819,-0.012810,0.005270,0.009087,-0.002522,-0.009959,-0.007261,0.003400,-0.039420,0.016193,0.029301,0.025891,-0.001483,-0.018463,-0.026787,0.011503,-0.001928,-0.009620,-0.003888,-0.004721,-0.001514,-0.017169,-0.008257,-0.017113,-0.011868,0.003841,-0.023699,-0.002393,-0.004274,-0.021212,0.002490,-0.020419,-0.017236,-0.033776,0.033048
0.021871,0.021871,0.028709,0.017397,0.017548,-0.011173,0.026773,0.020746,0.018406,0.022687,0.021952,0.007249,0.025454,0.029693,0.012756,0.004178,0.002343,0.035015,0.010719,0.024901,0.002413,0.001501,-0.001058,0.004617,-0.006817,-0.020640,0.002366,-0.030884,-0.031855,-0.002076,-0.016183,-0.014309,-0.014567,-0.032755,-0.006436,-0.028977,-0.023791,0.001053,-0.014441,0.012783,0.010734,-0.011798,-0.003921,0.011161,0.006978,0.005453,0.002822,0.017416,0.003399,0.002698,0.002778,-0.018572,-0.011352,-0.028668,-0.016434,-0.027291,-0.010735,-0.032170,-0.012584,-0.005219,-0.012701,-0.015588,-0.015402,-0.014602,-0.017123,0.000537,-0.032898,0.018645,0.051451,-0.051467,-0.021696,-0.013189,-0.002887,0.003517,0.016562,-0.010467,-0.009451,-0.018337,0.009141,-0.032008,-0.011809,0.010583,0.017629,0.000652,0.010182,-0.025993,-0.001668,-0.019170,-0.005458,0.003955,-0.007471,-0.013199,-0.001169,-0.007471,-0.001960,0.011602,-0.004947,0.003101,0.021077,-0.001806,-0.008260,0.013852,-0.018405,0.023023,0.005298,0.028868,0.002572,-0.005945,0.005610,0.016711,0.004192,-0.004567,0.010719,-0.002091,-0.003919,-0.028823,0.020206,-0.026649,0.015429,-0.013081,-0.007273,-0.003876,-0.014720,-0.012459,-0.025946,-0.003801,0.003698,-0.029471,0.038800
0.024304,0.024304,0.010876,0.020802,0.016632,0.012994,0.021089,0.008950,0.024563,0.015906,0.022887,0.017973,0.008144,-0.004921,0.010821,0.009181,0.015543,0.015179,0.007351,0.012624,0.010461,-0.004370,-0.027414,-0.002340,-0.017821,-0.026886,-0.011580,-0.013167,-0.032123,-0.015572,-0.005155,-0.032926,-0.020208,-0.001317,-0.026836,-0.019476,-0.016461,-0.014667,0.002526,-0.009878,-0.014363,-0.013193,-0.010028,0.008491,-0.016482,-0.014619,-0.003437,-0.020891,-0.023157,-0.014893,-0.029521,-0.023462,-0.017121,-0.015137,0.001321,-0.019235,-0.021428,-0.014670,-0.028939,-0.018218,-0.018197,-0.012361,-0.022124,-0.002972,-0.015413,-0.004988,-0.014498,-0.015571,0.047162,0.003517,-0.034419,-0.020290,-0.035396,-0.016573,-0.012324,0.011851,0.014140,-0.040888,-0.015182,-0.008696,-0.001342,0.003390,-0.001276,-0.004489,-0.004843,0.013799,0.004942,0.009273,-0.010718,0.011240,-0.007492,-0.006995,0.007132,-0.013454,0.004411,-0.017841,0.025319,0.011484,0.008952,-0.014476,0.009978,-0.016916,0.018390,0.037224,0.003666,0.032100,-0.008591,0.012676,0.008434,-0.010775,0.005630,-0.004748,-0.010227,-0.019110,-0.000678,-0.004809,-0.002129,0.002247,-0.006625,0.015071,-0.001869,-0.005510,0.001662,0.003885,0.000749,0.012568,-0.022507,-0.003792,0.012606
0.016925,0.016925,0.005259,0.015177,0.016388,-0.010268,0.037217,0.016156,0.019316,0.006463,0.014091,0.005498,0.014441,0.005766,0.016400,0.023776,-0.001825,0.019105,0.016599,0.011539,-0.007199,-0.000529,-0.019064,-0.004031,-0.011743,-0.018614,-0.017096,-0.015316,-0.002233,-0.028556,-0.018575,-0.009009,-0.031705,0.000348,-0.016915,-0.032054,-0.017090,-0.008939,-0.025774,-0.000930,-0.025253,-0.028682,-0.001839,-0.020097,-0.019171,-0.008988,-0.012587,-0.002498,-0.025753,-0.021047,-0.014035,-0.011456,-0.012040,-0.010492,-0.013052,-0.018834,-0.005869,-0.007274,-0.009120,-0.008255,-0.017273,-0.007096,0.010427,-0.023440,-0.001837,-0.012339,-0.022305,-0.027016,0.016984,0.031041,-0.017797,-0.022612,-0.003783,-0.020885,-0.004231,-0.012497,0.028927,-0.030008,-0.009793,-0.044497,0.027025,-0.007157,-0.014315,0.023097,-0.001324,0.022046,-0.007645,-0.006843,0.023772,-0.003749,0.004958,0.004545,0.001651,0.000733,0.017281,-0.001210,0.005933,-0.005098,-0.007436,0.008771,0.007860,0.011162,0.021986,0.007889,0.016923,0.008042,0.007320,0.003742,-0.000160,0.004599,0.022638,-0.002411,0.006515,0.007610,0.001157,0.023108,0.008560,0.009823,0.008064,0.004389,-0.000117,0.000673,0.031912,-0.005942,0.002294,0.014373,-0.005621,-0.004516,0.035420
0.029873,0.029873,-0.010713,0.009633,0.033909,0.014319,0.002063,0.004721,0.014717,0.002233,0.015081,0.006832,-0.013881,0.018985,0.008771,0.029830,0.009377,0.013431,-0.010301,0.020552,0.010483,-0.023257,-0.008520,-0.008662,-0.026653,-0.026842,-0.005979,-0.026238,-0.030050,-0.025754,-0.016167,-0.032632,-0.010028,-0.014267,-0.034758,-0.004409,-0.036650,-0.001164,-0.015911,-0.020323,-0.009387,-0.017520,-0.027200,-0.023323,-0.019652,-0.019739,-0.028962,-0.024512,-0.022500,-0.018915,-0.025273,-0.013935,-0.009778,-0.022375,-0.009349,-0.005280,-0.017382,-0.016904,-0.013852,-0.014055,-0.001006,-0.012033,-0.012428,0.000656,-0.015631,0.000379,-0.002873,-0.018608,-0.032359,0.041264,-0.030035,-0.023385,-0.030892,-0.024588,-0.007362,0.006311,0.004329,-0.027327,-0.024137,-0.038334,0.006607,0.007912,0.017735,-0.010279,-0.014377,0.008462,-0.008336,0.000840,0.002930,-0.001753,0.009661,-0.011080,0.001130,-0.011554,-0.014755,-0.012661,0.031445,-0.006413,0.019819,0.004869,-0.020516,0.017213,0.026295,-0.017681,0.036892,0.022643,0.016316,0.001271,-0.000752,0.025376,0.009519,0.003898,0.030004,-0.016275,0.002149,-0.003035,0.014193,-0.001689,0.001610,-0.003842,0.026130,0.018923,0.015965,0.010720,0.008642,0.028218,0.022853,-0.010499,-0.002849
0.016116,0.016116,0.034929,0.000228,0.010264,0.017595,-0.001249,0.007216,0.041440,-0.012609,0.031010,0.013541,0.021419,-0.006054,0.017448,0.016388,0.023442,0.021933,-0.004052,-0.005878,0.009747,-0.013046,-0.011346,-0.012859,-0.015330,-0.015744,-0.025708,-0.025093,-0.005386,-0.020537,-0.015814,-0.012858,-0.035469,-0.019789,-0.015343,-0.019226,-0.021971,-0.024786,-0.014051,-0.038855,-0.010392,-0.015754,-0.012030,-0.024374,-0.024415,-0.018159,-0.007471,-0.017614,-0.008873,-0.022234,-0.001296,-0.029017,-0.006811,-0.016788,-0.005790,-0.016747,-0.023700,0.002788,-0.017989,-0.003505,-0.014399,-0.012836,-0.005555,-0.025960,0.011665,-0.017915,-0.011644,-0.012136,-0.020159,0.026120,-0.017983,-0.006143,-0.016324,-0.025999,-0.003704,0.031627,0.022655,-0.003659,-0.018171,-0.020995,0.024166,-0.014575,0.011446,-0.014849,-0.004120,0.013307,-0.006796,0.006110,0.015641,0.016525,0.001937,-0.002794,0.020331,0.011356,-0.020937,0.006927,0.004048,-0.004725,0.003735,0.008705,0.003722,0.036212,0.012192,-0.009928,-0.018871,0.027177,0.005691,0.013065,0.024319,0.010753,0.005837,0.012972,-0.003092,0.015591,-0.001168,-0.004300,-0.003770,0.008985,0.024270,0.017568,0.024833,0.023481,0.005708,0.022422,0.017032,0.019322,0.024179,0.010711,-0.000739
0.024214,0.024214,-0.002579,0.015892,0.020769,0.019729,0.021343,0.010098,-0.002888,-0.014272,0.005930,-0.001092,-0.001052,0.002144,0.012739,-0.015561,0.031574,0.004711,0.004875,0.019082,-0.007712,0.010751,-0.023791,-0.017372,-0.030783,0.007447,-0.030144,-0.021193,-0.006856,-0.009171,-0.035430,-0.008744,-0.011268,-0.000874,-0.037829,0.004514,-0.020848,-0.010250,-0.008161,-0.020664,-0.008607,-0.019967,-0.013111,-0.028138,-0.006627,-0.015487,-0.026564,-0.010212,-0.012121,-0.019104,-0.021144,0.000007,-0.024157,-0.007974,-0.016474,-0.009190,-0.011227,-0.017967,-0.011946,-0.008416,-0.016389,-0.008262,-0.004582,-0.003789,-0.022425,-0.007938,-0.011670,-0.001117,-0.023033,0.038044,0.009565,-0.046727,-0.019970,-0.022913,0.000257,-0.019281,0.018346,-0.014556,-0.028068,-0.028436,-0.008766,-0.004739,0.012716,0.013293,-0.005848,0.003963,0.015454,-0.001743,0.007540,-0.004857,0.002060,-0.001110,0.009454,-0.007087,0.003494,-0.002871,0.002465,-0.000098,0.002146,-0.012631,0.026896,0.009854,0.006242,-0.009139,0.016933,-0.015857,0.010765,-0.003469,0.008263,-0.003579,0.005730,0.001273,-0.002477,-0.006923,0.028450,-0.014445,-0.000357,-0.005401,-0.025203,-0.004039,-0.007405,0.008432,0.012998,0.016782,-0.016615,0.014062,0.015972,0.001756,0.015920
