0.006214,0.006214,-0.004604,-0.004604,0.006214,0.035275,0.021536,0.005127,-0.025236,0.022888,0.011788,-0.017366,0.022919,0.000174,-0.005266,-0.023435,0.043249,0.017943,-0.028752,0.017189,-0.020083,0.028695,0.008468,0.049497,0.001902,-0.019712,-0.018503,-0.026564,-0.001304,0.020611,-0.005459,-0.041618,0.040820,0.003279,-0.002964,0.009266,0.009875,-0.043589,-0.001554,0.015975,0.035990,-0.027089,0.011923,0.012813,0.011055,-0.016249,-0.029469,0.008567,-0.022982,0.004842,0.010814,0.006443,-0.022067,-0.006434,-0.014041,0.047868,0.035627,0.001739,-0.000606,-0.046476,-0.009921,-0.003520,-0.012594,0.012438,0.000073,-0.040458,0.049102,0.049102,-0.040458
-0.020392,-0.020392,-0.017788,-0.017788,-0.020392,0.055554,-0.020346,-0.020823,0.052849,-0.023987,-0.010818,-0.007602,-0.055824,-0.009768,0.026019,-0.010319,0.031887,0.001363,0.039822,0.011317,0.007946,-0.002678,-0.051513,-0.042003,0.032627,0.003851,0.005294,0.016794,0.003805,0.004565,0.028737,-0.024786,-0.028071,-0.017635,0.008063,0.024395,-0.019927,0.049945,0.001904,-0.006955,0.005993,0.024932,0.023301,0.016765,0.015027,0.008416,0.016541,0.029414,0.012788,-0.015986,0.022270,0.029302,0.012508,-0.043499,-0.044904,-0.058894,-0.014093,0.003063,0.033573,-0.001631,0.018031,-0.033399,-0.038793,-0.000200,0.001219,0.033927,-0.041088,-0.041088,0.033927
-0.020392,-0.020392,-0.017788,-0.017788,-0.020392,0.055554,-0.020346,-0.020823,0.052849,-0.023987,-0.010818,-0.007602,-0.055824,-0.009768,0.026019,-0.010319,0.031887,0.001363,0.039822,0.011317,0.007946,-0.002678,-0.051513,-0.042003,0.032627,0.003851,0.005294,0.016794,0.003805,0.004565,0.028737,-0.024786,-0.028071,-0.017635,0.008063,0.024395,-0.019927,0.049945,0.001904,-0.006955,0.005993,0.024932,0.023301,0.016765,0.015027,0.008416,0.016541,0.029414,0.012788,-0.015986,0.022270,0.029302,0.012508,-0.043499,-0.044904,-0.058894,-0.014093,0.003063,0.033573,-0.001631,0.018031,-0.033399,-0.038793,-0.000200,0.001219,0.033927,-0.041088,-0.041088,0.033927
0.006214,0.006214,-0.004604,-0.004604,0.006214,0.035275,0.021536,0.005127,-0.025236,0.022888,0.011788,-0.017366,0.022919,0.000174,-0.005266,-0.023435,0.043249,0.017943,-0.028752,0.017189,-0.020083,0.028695,0.008468,0.049497,0.001902,-0.019712,-0.018503,-0.026564,-0.001304,0.020611,-0.005459,-0.041618,0.040820,0.003279,-0.002964,0.009266,0.009875,-0.043589,-0.001554,0.015975,0.035990,-0.027089,0.011923,0.012813,0.011055,-0.016249,-0.029469,0.008567,-0.022982,0.004842,0.010814,0.006443,-0.022067,-0.006434,-0.014041,0.047868,0.035627,0.001739,-0.000606,-0.046476,-0.009921,-0.003520,-0.012594,0.012438,0.000073,-0.040458,0.049102,0.049102,-0.040458
0.047091,0.047091,0.000531,0.000531,0.047091,-0.005506,0.002793,0.021361,0.009255,-0.013437,0.049260,0.016720,-0.006749,-0.009828,0.012653,0.016326,-0.010344,-0.017110,0.009711,-0.012239,-0.029882,0.064073,0.014843,0.002268,0.017195,-0.007760,-0.035631,-0.007182,-0.028602,0.020000,-0.012573,0.000813,-0.010780,0.058681,0.005056,0.071032,0.126146,0.036330,-0.021114,-0.035422,-0.020073,-0.004997,0.009704,0.002300,-0.049928,0.049565,-0.004202,-0.002680,0.037812,-0.030011,-0.054823,-0.075687,0.033972,0.014811,0.023640,0.021358,-0.017157,-0.012099,0.025105,0.009067,-0.014081,-0.008713,0.026176,-0.019655,-0.025211,0.016205,0.068213,0.068213,0.016205
0.005080,0.005080,-0.039485,-0.039485,0.005080,-0.014363,0.043649,0.011371,-0.034537,-0.006793,0.024474,0.034781,-0.004369,0.029355,0.006087,-0.007792,-0.024018,0.015680,0.030175,-0.030575,-0.036893,0.023434,0.028168,0.009054,-0.002097,0.005848,-0.019084,0.036257,0.037183,-0.005418,-0.020266,-0.004874,-0.010877,-0.044656,0.389700,0.904398,0.938755,0.487207,0.047561,-0.058352,-0.002869,-0.007491,0.002401,-0.010964,-0.007810,0.038754,-0.018101,-0.007809,0.030226,0.023427,-0.008985,-0.006257,-0.005291,0.018799,-0.037192,-0.022426,-0.001784,0.001279,-0.056131,0.019077,0.013485,0.018114,-0.048390,-0.027000,0.008052,-0.009362,0.011100,0.011100,-0.009362
-0.033750,-0.033750,0.026826,0.026826,-0.033750,0.023121,-0.010395,0.002848,-0.017293,0.024957,-0.014643,0.018894,-0.002052,0.012587,-0.001093,0.007650,-0.002323,0.046786,-0.010276,0.033763,0.018940,-0.011701,0.010547,-0.018746,0.026928,0.010818,-0.017824,-0.007787,0.056055,0.017498,0.013256,0.036138,-0.021135,0.122596,0.687785,1.034262,1.042896,0.948546,0.192279,-0.015567,0.000778,-0.028565,-0.007424,0.003107,-0.000261,-0.028592,-0.035209,0.023397,0.004375,0.011532,0.006293,-0.013664,0.022460,-0.004395,-0.019779,0.001714,0.031338,-0.025717,0.015006,-0.031140,-0.015937,0.016137,-0.040739,-0.089845,0.017542,-0.006343,-0.006435,-0.006435,-0.006343
-0.008662,-0.008662,-0.006081,-0.006081,-0.008662,-0.027396,0.050969,0.010640,0.046062,0.002025,0.004927,-0.013015,-0.002320,0.021077,0.036486,0.016514,0.023648,0.007436,0.046534,0.000151,0.009904,-0.006999,-0.019674,0.012147,0.008271,0.008824,-0.053693,0.011342,-0.003489,-0.011925,-0.019619,-0.017226,-0.048331,0.072094,0.643667,1.021911,0.898278,0.970043,0.559391,-0.037398,-0.024452,-0.000425,0.010301,0.041619,0.005114,-0.023384,-0.025125,-0.012937,-0.009016,-0.001484,0.003409,-0.010009,0.008663,0.023025,-0.046265,0.043566,0.031574,0.004082,-0.001280,-0.017676,0.016828,0.051224,0.036225,-0.023949,0.019638,0.004680,-0.010287,-0.010287,0.004680
-0.013041,-0.013041,-0.011710,-0.011710,-0.013041,-0.048419,-0.035510,-0.017245,-0.018706,-0.029572,0.034877,0.042309,0.002878,0.025130,0.007642,-0.023143,0.034967,-0.034723,-0.043936,0.028549,0.008519,-0.023396,-0.013121,-0.003816,0.018264,0.023641,-0.024822,0.010942,0.029580,0.003672,0.066897,0.002020,-0.016533,0.104399,0.770908,0.833021,0.665997,0.520746,0.804602,0.164844,-0.031103,-0.023994,0.049189,0.022441,-0.007073,0.043040,0.024480,0.014642,0.030653,-0.004861,-0.032840,-0.014168,-0.019072,0.006544,0.017076,0.000716,0.013507,-0.011225,-0.014644,0.034282,-0.012041,-0.014331,0.002805,0.013735,0.036164,0.039297,-0.001058,-0.001058,0.039297
-0.019350,-0.019350,-0.007969,-0.007969,-0.019350,-0.012660,-0.003655,-0.028879,-0.018828,0.021826,0.017259,-0.022046,-0.017028,-0.031796,0.000501,-0.010464,-0.021755,0.002027,0.000590,-0.023864,0.001677,-0.023452,-0.001852,0.030473,-0.034902,-0.008177,-0.015883,-0.018588,-0.062073,0.028234,-0.046955,0.011408,0.030878,0.440386,1.022318,0.634868,0.535281,0.536028,1.049262,0.676731,0.129821,0.011458,0.058948,0.043199,0.241935,0.562212,0.631563,0.357972,0.071905,-0.059489,0.024632,0.015955,-0.039108,0.019918,0.031250,0.032793,-0.015795,-0.007612,-0.017033,0.009731,0.021510,0.013635,-0.036554,-0.011232,-0.011160,0.007720,-0.019300,-0.019300,0.007720
