0.772108,0.772108,0.685572,0.534214,0.347335,0.345745,0.333926,0.598450,0.395892,0.108290,0.441759,0.639946,0.634797,0.584729,0.628060,0.591292,0.593293,0.499579,0.409955,0.345544,0.309815,0.536953,0.669731,0.634719,0.626189,0.637343,0.634713,0.635254,0.675224,0.419845,0.300988,0.358987,0.402819,0.413381,0.356524,0.426695,0.380044,0.637579,0.776496,0.862827,0.684150,0.546668,0.568272,0.617874,0.622127,0.522929,0.492005,0.480011,0.468850,0.339606,0.291451,0.196037,0.243478,0.453370,0.504469,0.407309,0.429443,0.402501,0.425138,0.315364,0.296700,0.385604,0.377427,0.406190,0.427033
0.795774,0.795774,0.702675,0.388233,0.379725,0.420520,0.212395,0.438377,0.485396,0.407267,0.520342,0.473712,0.393822,0.310362,0.325445,0.244335,0.145588,0.155877,0.111332,0.173260,0.264449,0.633376,0.635327,0.600437,0.599952,0.594844,0.625183,0.656745,0.639188,0.402729,0.342180,0.347574,0.377752,0.400950,0.392834,0.336399,0.364789,0.639256,0.786365,0.774217,0.628529,0.505710,0.530921,0.592592,0.504938,0.446163,0.508627,0.436190,0.219245,0.281222,0.331631,0.296171,0.173940,0.227735,0.586532,0.640909,0.391385,0.345593,0.356577,0.314894,0.303932,0.375375,0.364751,0.303521,0.511613
0.764412,0.764412,0.725722,0.229263,0.358987,0.615973,0.481279,0.252909,0.342298,0.357212,0.224059,0.119381,0.115619,0.106688,0.076352,0.070037,0.095481,0.086746,0.082691,0.202781,0.345870,0.606872,0.638449,0.605556,0.576378,0.610771,0.598044,0.654497,0.627982,0.478627,0.323686,0.400876,0.362340,0.347933,0.381102,0.402299,0.348304,0.553010,0.703486,0.782336,0.621070,0.480833,0.479630,0.662276,0.504993,0.505392,0.536067,0.269549,0.240676,0.239437,0.319025,0.287260,0.321008,0.215999,0.247462,0.679249,0.636998,0.435267,0.342110,0.309338,0.348789,0.311359,0.320481,0.344584,0.520407
0.673026,0.673026,0.564693,0.122132,0.440609,0.435332,0.108055,0.119559,0.128153,0.124077,0.093735,0.124096,0.095745,0.080954,0.082948,0.131145,0.153583,0.094317,0.143056,0.309636,0.586543,0.685238,0.600430,0.613308,0.592682,0.651981,0.673011,0.642089,0.627865,0.491212,0.359826,0.348215,0.374993,0.353908,0.381151,0.350747,0.406276,0.511722,0.681704,0.753371,0.646590,0.499514,0.534333,0.654419,0.505232,0.507753,0.440960,0.405846,0.250213,0.244172,0.346857,0.336850,0.249557,0.215426,0.160416,0.520624,0.667441,0.611810,0.375578,0.330208,0.302568,0.296882,0.318826,0.304886,0.432621
0.751777,0.751777,0.378863,0.116916,0.411977,0.420784,0.094217,0.136724,0.094818,0.119048,0.097305,0.109278,0.089146,0.095781,0.096773,0.155383,0.115446,0.242636,0.519577,0.481292,0.633066,0.623177,0.615780,0.600481,0.581434,0.604694,0.683383,0.655416,0.641287,0.528990,0.382482,0.424500,0.366341,0.367433,0.403576,0.420698,0.342995,0.550282,0.654189,0.682604,0.690262,0.573023,0.566176,0.588999,0.532999,0.443645,0.541640,0.633695,0.401223,0.161181,0.200897,0.259101,0.306025,0.263713,0.174982,0.301089,0.666744,0.653066,0.588121,0.348470,0.279385,0.219984,0.279879,0.284893,0.411626
0.671711,0.671711,0.424167,0.432058,0.666500,0.447096,0.155977,0.118936,0.120416,0.104656,0.122088,0.135965,0.123633,0.109793,0.124770,0.112154,0.172398,0.283192,0.509982,0.422503,0.596025,0.546579,0.602248,0.585046,0.532204,0.612988,0.621685,0.618119,0.603447,0.461153,0.360888,0.332362,0.352955,0.371278,0.385862,0.433137,0.440119,0.495607,0.597361,0.655333,0.732605,0.639560,0.582793,0.595657,0.486231,0.368738,0.650327,0.725530,0.625063,0.415753,0.325948,0.269437,0.239544,0.300930,0.162246,0.229238,0.561424,0.583281,0.727630,0.601077,0.366870,0.288689,0.283615,0.272032,0.420188
0.519707,0.519707,0.485964,0.446918,0.438773,0.445527,0.155338,0.132400,0.194131,0.202162,0.168460,0.150271,0.093640,0.079556,0.134385,0.081618,0.149424,0.408277,0.474199,0.428284,0.526877,0.473087,0.638778,0.625592,0.585379,0.617533,0.650287,0.631357,0.686479,0.472361,0.393813,0.440617,0.414935,0.365569,0.410813,0.361835,0.342685,0.492850,0.614036,0.525461,0.709407,0.664086,0.590430,0.636183,0.389382,0.492045,0.759981,0.762431,0.677801,0.632867,0.604328,0.455295,0.206032,0.142107,0.122003,0.173092,0.481699,0.580272,0.612511,0.676939,0.439591,0.291999,0.308197,0.295011,0.384555
0.273948,0.273948,0.138799,0.134570,0.283769,0.473895,0.206154,0.198667,0.183624,0.146997,0.152640,0.086962,0.093846,0.088941,0.075521,0.156116,0.284001,0.416260,0.409484,0.453565,0.364112,0.509555,0.599539,0.604598,0.611645,0.631064,0.582430,0.660945,0.589919,0.483488,0.377950,0.414761,0.439630,0.442866,0.421385,0.415704,0.371260,0.416097,0.608644,0.520773,0.655242,0.620945,0.605796,0.701679,0.411946,0.611595,0.749578,0.717067,0.727981,0.682820,0.560564,0.449139,0.177757,0.129399,0.079497,0.180090,0.442437,0.509050,0.576419,0.681720,0.491432,0.307459,0.296739,0.299681,0.384074
0.221855,0.221855,0.112373,0.146553,0.371299,0.454290,0.190034,0.154308,0.176836,0.209890,0.151540,0.132795,0.173068,0.350758,0.494787,0.276238,0.248009,0.389202,0.358369,0.459023,0.240962,0.433146,0.625711,0.542381,0.624617,0.588648,0.643281,0.590929,0.551787,0.485456,0.310651,0.347701,0.352698,0.349643,0.352079,0.452534,0.486173,0.457676,0.596124,0.479801,0.472008,0.641072,0.629793,0.629220,0.445967,0.688010,0.805634,0.759319,0.703716,0.632013,0.536466,0.382778,0.184833,0.163623,0.091360,0.185276,0.412906,0.485092,0.522268,0.554333,0.444645,0.405611,0.377136,0.383801,0.474497
0.246515,0.246515,0.150305,0.185718,0.418343,0.488973,0.206663,0.155895,0.211609,0.204508,0.153507,0.283779,0.535073,0.675167,0.662914,0.544810,0.372803,0.362712,0.434661,0.453645,0.165713,0.490392,0.620417,0.478007,0.473443,0.500474,0.533592,0.536441,0.646949,0.610406,0.586272,0.583602,0.624523,0.683172,0.717534,0.765686,0.775683,0.769164,0.725580,0.667093,0.569282,0.682244,0.715625,0.684624,0.503580,0.505732,0.616686,0.733868,0.669121,0.661710,0.562893,0.424848,0.226791,0.101826,0.090394,0.243065,0.431490,0.428997,0.425451,0.603187,0.378206,0.404914,0.492506,0.491429,0.495200
