0.229246,0.229246,0.726593,0.765164,0.765164,0.726593,0.229246,0.358645,0.615573,0.481367,0.253075,0.341702,0.356922,0.223423,0.116974,0.113015,0.103877,0.068814,0.060870,0.091889,0.081429,0.076470,0.201745,0.345385,0.606060,0.639757,0.604712,0.575101,0.610080,0.597080,0.656872,0.628499,0.478812,0.323556,0.399756,0.361870,0.347528,0.379986,0.401188,0.347909,0.553548,0.705644,0.784184,0.621036,0.480922,0.479765,0.664717,0.505250,0.505652,0.536464,0.268351,0.241529,0.240265,0.319084,0.286403,0.321002,0.214700,0.248095,0.681853,0.638197,0.435349,0.341501,0.309399,0.348418,0.311467,0.320491,0.344057,0.520635,0.520635,0.344057,0.320491
0.387109,0.387109,0.704928,0.796440,0.796440,0.704928,0.387109,0.378620,0.419961,0.210988,0.438642,0.485402,0.406228,0.520573,0.474198,0.392698,0.310449,0.325233,0.245137,0.146002,0.157243,0.108601,0.175059,0.263503,0.634302,0.636396,0.599512,0.599021,0.593810,0.625480,0.659175,0.640555,0.401618,0.341575,0.347156,0.376670,0.399829,0.391711,0.335747,0.364200,0.640626,0.787958,0.775935,0.629087,0.505967,0.531230,0.591495,0.505195,0.446991,0.508882,0.436326,0.218139,0.280167,0.331117,0.295650,0.175714,0.227532,0.585241,0.642413,0.390258,0.345098,0.356293,0.315024,0.303781,0.374343,0.364167,0.303346,0.511857,0.511857,0.303346,0.364167
0.534575,0.534575,0.688529,0.773653,0.773653,0.688529,0.534575,0.346906,0.345258,0.333330,0.597504,0.394764,0.105500,0.442257,0.641373,0.635831,0.583382,0.628589,0.590155,0.592223,0.499799,0.408987,0.345054,0.309888,0.537359,0.672078,0.635742,0.626566,0.638566,0.635736,0.636316,0.677639,0.419255,0.300691,0.358648,0.401710,0.412523,0.356238,0.426393,0.378934,0.638818,0.778344,0.866023,0.687032,0.547267,0.567599,0.617598,0.622182,0.523165,0.492069,0.480135,0.469692,0.338953,0.290739,0.195673,0.244308,0.454647,0.504728,0.406264,0.429255,0.401390,0.424773,0.315492,0.296199,0.384481,0.376351,0.405128,0.426743,0.426743,0.405128,0.376351
0.534575,0.534575,0.688529,0.773653,0.773653,0.688529,0.534575,0.346906,0.345258,0.333330,0.597504,0.394764,0.105500,0.442257,0.641373,0.635831,0.583382,0.628589,0.590155,0.592223,0.499799,0.408987,0.345054,0.309888,0.537359,0.672078,0.635742,0.626566,0.638566,0.635736,0.636316,0.677639,0.419255,0.300691,0.358648,0.401710,0.412523,0.356238,0.426393,0.378934,0.638818,0.778344,0.866023,0.687032,0.547267,0.567599,0.617598,0.622182,0.523165,0.492069,0.480135,0.469692,0.338953,0.290739,0.195673,0.244308,0.454647,0.504728,0.406264,0.429255,0.401390,0.424773,0.315492,0.296199,0.384481,0.376351,0.405128,0.426743,0.426743,0.405128,0.376351
0.387109,0.387109,0.704928,0.796440,0.796440,0.704928,0.387109,0.378620,0.419961,0.210988,0.438642,0.485402,0.406228,0.520573,0.474198,0.392698,0.310449,0.325233,0.245137,0.146002,0.157243,0.108601,0.175059,0.263503,0.634302,0.636396,0.599512,0.599021,0.593810,0.625480,0.659175,0.640555,0.401618,0.341575,0.347156,0.376670,0.399829,0.391711,0.335747,0.364200,0.640626,0.787958,0.775935,0.629087,0.505967,0.531230,0.591495,0.505195,0.446991,0.508882,0.436326,0.218139,0.280167,0.331117,0.295650,0.175714,0.227532,0.585241,0.642413,0.390258,0.345098,0.356293,0.315024,0.303781,0.374343,0.364167,0.303346,0.511857,0.511857,0.303346,0.364167
0.229246,0.229246,0.726593,0.765164,0.765164,0.726593,0.229246,0.358645,0.615573,0.481367,0.253075,0.341702,0.356922,0.223423,0.116974,0.113015,0.103877,0.068814,0.060870,0.091889,0.081429,0.076470,0.201745,0.345385,0.606060,0.639757,0.604712,0.575101,0.610080,0.597080,0.656872,0.628499,0.478812,0.323556,0.399756,0.361870,0.347528,0.379986,0.401188,0.347909,0.553548,0.705644,0.784184,0.621036,0.480922,0.479765,0.664717,0.505250,0.505652,0.536464,0.268351,0.241529,0.240265,0.319084,0.286403,0.321002,0.214700,0.248095,0.681853,0.638197,0.435349,0.341501,0.309399,0.348418,0.311467,0.320491,0.344057,0.520635,0.520635,0.344057,0.320491
0.119927,0.119927,0.564380,0.675385,0.675385,0.564380,0.119927,0.441029,0.435421,0.105263,0.117167,0.126554,0.122055,0.089867,0.122079,0.092192,0.074363,0.076782,0.129890,0.154775,0.090545,0.143187,0.309704,0.585248,0.688184,0.599503,0.612738,0.591586,0.654257,0.675373,0.643682,0.628374,0.491259,0.359457,0.347819,0.373970,0.353638,0.380035,0.350427,0.405215,0.511959,0.684444,0.753584,0.648531,0.499726,0.534690,0.656794,0.505489,0.508011,0.441396,0.404777,0.250635,0.244983,0.346419,0.336199,0.250038,0.214104,0.162056,0.520849,0.669809,0.611167,0.374535,0.329754,0.302350,0.296390,0.318892,0.304778,0.432570,0.432570,0.304778,0.318892
0.114363,0.114363,0.377760,0.752006,0.752006,0.377760,0.114363,0.411065,0.420238,0.090427,0.136127,0.091127,0.116625,0.093950,0.106517,0.084370,0.092233,0.093354,0.156716,0.112834,0.243483,0.519810,0.481369,0.633967,0.623314,0.615358,0.599558,0.580046,0.603833,0.686225,0.657817,0.642818,0.529279,0.381359,0.424109,0.365675,0.366712,0.402476,0.420146,0.342409,0.550884,0.656555,0.685396,0.693338,0.571943,0.565708,0.587780,0.533339,0.444281,0.542149,0.634645,0.400102,0.162856,0.200020,0.258625,0.305971,0.262824,0.176718,0.300793,0.669126,0.655390,0.586873,0.348077,0.278271,0.218945,0.278782,0.283957,0.410705,0.410705,0.283957,0.278782
0.431984,0.431984,0.423758,0.674059,0.674059,0.423758,0.431984,0.668889,0.448000,0.157352,0.116505,0.118087,0.101795,0.119890,0.135277,0.121572,0.107041,0.122819,0.109446,0.174224,0.282201,0.510234,0.422021,0.595026,0.547177,0.601351,0.583704,0.532527,0.612402,0.621701,0.617860,0.602566,0.462430,0.360479,0.331814,0.352677,0.370381,0.384738,0.433113,0.440501,0.495748,0.596386,0.657732,0.733465,0.640954,0.581412,0.594646,0.486229,0.367948,0.652516,0.726394,0.625353,0.414991,0.325703,0.268245,0.240375,0.300636,0.163974,0.229222,0.561420,0.581904,0.728508,0.600164,0.366175,0.287881,0.282638,0.270800,0.419613,0.419613,0.270800,0.282638
0.447811,0.447811,0.485969,0.519930,0.519930,0.485969,0.447811,0.439060,0.446315,0.156664,0.131288,0.193997,0.201179,0.170328,0.151170,0.089758,0.072677,0.133512,0.075167,0.150234,0.407259,0.474649,0.428043,0.527145,0.473608,0.640112,0.625922,0.584045,0.617230,0.652473,0.632127,0.689482,0.472937,0.392688,0.441035,0.414138,0.364941,0.409867,0.361386,0.342092,0.492934,0.613509,0.525708,0.710935,0.666498,0.589258,0.637318,0.388257,0.492109,0.760389,0.763008,0.680315,0.633752,0.603466,0.456624,0.204776,0.142136,0.119797,0.174895,0.481766,0.578892,0.611899,0.679419,0.439935,0.291305,0.308224,0.294437,0.383432,0.383432,0.294437,0.308224
