0.798913,0.798913,0.798913,0.757539,0.740125,0.701906,0.713158,0.386230,0.233884,0.519284,0.487790,0.215157,0.350083,0.388661,0.469362,0.718699,0.565645,0.211413,0.147859,0.203327,0.430764,0.610708,0.669439,0.742318,0.694282,0.658856,0.643796,0.596816,0.583926,0.603459,0.558155,0.575601,0.604938,0.652410,0.662363,0.597418,0.608893,0.477524,0.414468,0.402714,0.455463,0.424072,0.560007,0.677119,0.642818,0.654592,0.676155,0.653099,0.616465,0.648192,0.657343,0.648189,0.591333,0.604468,0.584147,0.620868,0.652064,0.693335,0.560390,0.364043,0.323322,0.340549,0.387791,0.403311,0.437608,0.365453,0.407440,0.411698,0.433489,0.421090,0.399261,0.370068,0.432192,0.412632,0.513018,0.840643,0.784308,0.758308,0.844389,0.917093,0.809527,0.568862,0.514213,0.569271,0.638759,0.552873,0.635262,0.675516,0.637742,0.599991,0.518350,0.500410,0.555325,0.492885,0.408958,0.558115,0.557256,0.561200,0.506999,0.418441,0.294257,0.301400,0.295706,0.318408,0.309405,0.491967,0.593007,0.583830,0.439865,0.378295,0.412861,0.393212,0.430046,0.446909,0.430667,0.422457,0.410040,0.426554,0.417392,0.387851,0.361863,0.370168,0.354558,0.413003,0.377144,0.391441,0.407653,0.399447,0.378286,0.599497,0.599497
0.798913,0.798913,0.798913,0.757539,0.740125,0.701906,0.713158,0.386230,0.233884,0.519284,0.487790,0.215157,0.350083,0.388661,0.469362,0.718699,0.565645,0.211413,0.147859,0.203327,0.430764,0.610708,0.669439,0.742318,0.694282,0.658856,0.643796,0.596816,0.583926,0.603459,0.558155,0.575601,0.604938,0.652410,0.662363,0.597418,0.608893,0.477524,0.414468,0.402714,0.455463,0.424072,0.560007,0.677119,0.642818,0.654592,0.676155,0.653099,0.616465,0.648192,0.657343,0.648189,0.591333,0.604468,0.584147,0.620868,0.652064,0.693335,0.560390,0.364043,0.323322,0.340549,0.387791,0.403311,0.437608,0.365453,0.407440,0.411698,0.433489,0.421090,0.399261,0.370068,0.432192,0.412632,0.513018,0.840643,0.784308,0.758308,0.844389,0.917093,0.809527,0.568862,0.514213,0.569271,0.638759,0.552873,0.635262,0.675516,0.637742,0.599991,0.518350,0.500410,0.555325,0.492885,0.408958,0.558115,0.557256,0.561200,0.506999,0.418441,0.294257,0.301400,0.295706,0.318408,0.309405,0.491967,0.593007,0.583830,0.439865,0.378295,0.412861,0.393212,0.430046,0.446909,0.430667,0.422457,0.410040,0.426554,0.417392,0.387851,0.361863,0.370168,0.354558,0.413003,0.377144,0.391441,0.407653,0.399447,0.378286,0.599497,0.599497
0.826204,0.826204,0.826204,0.828183,0.623056,0.713515,0.699383,0.223427,0.199335,0.553552,0.496862,0.185713,0.231054,0.318275,0.501118,0.824198,0.679452,0.179083,0.065590,0.099540,0.427745,0.557935,0.544140,0.511007,0.486642,0.476351,0.539240,0.562980,0.645822,0.634159,0.636102,0.566136,0.570906,0.431980,0.333288,0.309956,0.296628,0.262209,0.252738,0.283044,0.289714,0.327716,0.518842,0.593965,0.675697,0.628220,0.625262,0.658724,0.586811,0.563129,0.542705,0.648204,0.635483,0.654162,0.650740,0.604425,0.616493,0.676447,0.559649,0.292191,0.298189,0.351328,0.326977,0.346011,0.396707,0.453215,0.342065,0.377370,0.348427,0.408709,0.376171,0.334983,0.366357,0.390684,0.544631,0.776811,0.771235,0.720817,0.825608,0.797952,0.751880,0.589615,0.455695,0.541147,0.596044,0.524918,0.572854,0.661253,0.598858,0.537136,0.501687,0.497443,0.484212,0.433314,0.440029,0.579087,0.416899,0.261470,0.151618,0.166515,0.161427,0.269805,0.164249,0.161954,0.126764,0.195941,0.373376,0.557570,0.696504,0.531109,0.422351,0.408056,0.409037,0.374145,0.351153,0.394549,0.425439,0.351998,0.324354,0.333646,0.316419,0.242499,0.383867,0.391365,0.379954,0.305010,0.337090,0.376632,0.326738,0.551890,0.551890
0.855316,0.855316,0.855316,0.767050,0.631991,0.718815,0.599378,0.142967,0.250817,0.503367,0.504674,0.158928,0.109424,0.146757,0.311640,0.630237,0.655196,0.233654,0.273283,0.328050,0.427229,0.578837,0.628844,0.644838,0.594778,0.513276,0.469253,0.482965,0.398837,0.355888,0.334769,0.263859,0.269889,0.212205,0.205992,0.189016,0.187196,0.127039,0.161094,0.169825,0.149166,0.293028,0.545703,0.648728,0.600100,0.596019,0.646881,0.624799,0.627855,0.628572,0.610566,0.644910,0.613665,0.615971,0.640134,0.665708,0.603433,0.659076,0.521800,0.289813,0.315967,0.277831,0.248685,0.378912,0.373347,0.377535,0.375759,0.365298,0.337554,0.410419,0.383340,0.427752,0.377395,0.376307,0.482535,0.769950,0.780837,0.780676,0.828284,0.811318,0.714846,0.610344,0.458981,0.559414,0.531871,0.458566,0.581377,0.662591,0.585744,0.448677,0.445712,0.429541,0.459920,0.485976,0.571730,0.341069,0.096014,0.125197,0.193921,0.292308,0.436183,0.508151,0.369788,0.259766,0.197932,0.145625,0.171304,0.278552,0.528246,0.720749,0.657548,0.460376,0.374474,0.372383,0.377361,0.387163,0.426895,0.291475,0.355006,0.383074,0.320672,0.327040,0.357474,0.398678,0.432064,0.403765,0.352451,0.392088,0.359910,0.561383,0.561383
0.833580,0.833580,0.833580,0.753969,0.599081,0.707400,0.488375,0.106204,0.203728,0.552027,0.598589,0.375108,0.357610,0.324152,0.241477,0.384187,0.420837,0.468884,0.605569,0.609569,0.531793,0.438205,0.386758,0.354292,0.320662,0.232565,0.242270,0.234753,0.187387,0.232512,0.141917,0.122818,0.146515,0.120458,0.061981,0.105937,0.077916,0.076092,0.159854,0.148069,0.168068,0.384255,0.573968,0.647778,0.619108,0.583397,0.630829,0.650899,0.608878,0.588145,0.606752,0.601136,0.629074,0.651946,0.645826,0.655147,0.626205,0.632226,0.602062,0.320159,0.299019,0.327895,0.345565,0.386034,0.404807,0.380022,0.373871,0.351630,0.356450,0.367605,0.349031,0.361672,0.398976,0.387529,0.473834,0.756322,0.692424,0.691911,0.804896,0.788925,0.712177,0.512940,0.409486,0.540627,0.517395,0.495465,0.622407,0.617543,0.576717,0.484052,0.434756,0.417903,0.564345,0.552601,0.503441,0.306364,0.249586,0.309378,0.364938,0.359181,0.362998,0.326542,0.302431,0.265781,0.270737,0.313961,0.146012,0.120815,0.279132,0.643113,0.725072,0.673923,0.409962,0.384934,0.418708,0.383964,0.414028,0.357520,0.344453,0.310715,0.291578,0.303777,0.366151,0.374270,0.375715,0.322456,0.332838,0.316270,0.366620,0.525920,0.525920
0.842602,0.842602,0.842602,0.660718,0.667452,0.744244,0.363816,0.116205,0.216485,0.491688,0.648655,0.615214,0.619670,0.501978,0.364971,0.326710,0.364888,0.440649,0.507682,0.449764,0.382180,0.273281,0.117018,0.135943,0.051965,0.120413,0.080745,0.131341,0.099323,0.074820,0.117146,0.050051,0.088157,0.102475,0.095449,0.086702,0.160028,0.171257,0.141824,0.119915,0.148967,0.388215,0.560365,0.628626,0.571922,0.590647,0.617942,0.635060,0.631232,0.610961,0.612084,0.631005,0.609384,0.653699,0.715471,0.639425,0.618047,0.623228,0.589015,0.386111,0.261201,0.340640,0.311859,0.327705,0.370087,0.411766,0.394668,0.372324,0.367480,0.394747,0.358711,0.409416,0.374852,0.378380,0.488997,0.692114,0.695967,0.735077,0.796477,0.801595,0.692153,0.503607,0.418245,0.562853,0.526421,0.507022,0.576201,0.712600,0.564102,0.467270,0.446020,0.518146,0.604862,0.534026,0.374299,0.354894,0.309151,0.355335,0.332475,0.263942,0.247876,0.206928,0.226296,0.309373,0.285652,0.250660,0.260308,0.177981,0.176176,0.472584,0.700337,0.766915,0.622071,0.404937,0.401763,0.469052,0.400713,0.371045,0.334284,0.281505,0.287765,0.322291,0.320197,0.341941,0.369681,0.381805,0.370000,0.310172,0.379502,0.552724,0.552724
0.858874,0.858874,0.858874,0.625716,0.738785,0.632754,0.288263,0.115245,0.255461,0.493931,0.608123,0.501651,0.460703,0.394375,0.244816,0.195251,0.161271,0.160795,0.177250,0.148389,0.157799,0.108846,0.071879,0.129739,0.074675,0.100260,0.138889,0.061282,0.096850,0.081079,0.130380,0.060284,0.064016,0.131492,0.119421,0.121142,0.115226,0.107358,0.110203,0.153164,0.333332,0.445376,0.508913,0.627387,0.646650,0.603051,0.635214,0.591758,0.586379,0.612691,0.620510,0.616508,0.607039,0.637516,0.578116,0.645327,0.617114,0.633188,0.593005,0.366174,0.340250,0.387825,0.345098,0.339001,0.304417,0.362398,0.366383,0.389220,0.355293,0.391957,0.370249,0.423482,0.391099,0.411647,0.452150,0.716048,0.654004,0.701205,0.833111,0.790431,0.701337,0.475120,0.447347,0.512536,0.525251,0.475202,0.591463,0.618379,0.548786,0.423720,0.420569,0.639330,0.541615,0.384854,0.310513,0.230276,0.295890,0.290464,0.269183,0.353584,0.380590,0.321239,0.270518,0.360657,0.253176,0.318307,0.251987,0.203142,0.163738,0.318844,0.559572,0.692029,0.743162,0.630237,0.452322,0.387864,0.390077,0.324746,0.370673,0.321754,0.300924,0.388827,0.300995,0.316798,0.345636,0.338181,0.384399,0.332221,0.410933,0.548429,0.548429
0.769874,0.769874,0.769874,0.544295,0.721186,0.521628,0.247477,0.089699,0.247945,0.484311,0.536764,0.262945,0.185285,0.125102,0.089994,0.130690,0.148888,0.134955,0.057834,0.115022,0.085240,0.123520,0.093507,0.083205,0.041619,0.060882,0.101480,0.040760,0.134064,0.153130,0.068174,0.066843,0.074715,0.079759,0.123592,0.096817,0.165952,0.174779,0.153293,0.242923,0.374514,0.584342,0.689280,0.667247,0.589463,0.607291,0.620656,0.623340,0.588687,0.613001,0.606205,0.594265,0.617754,0.614440,0.667738,0.632849,0.666870,0.616406,0.604915,0.389765,0.362504,0.371650,0.344684,0.360420,0.359057,0.374027,0.318699,0.367098,0.334797,0.373344,0.409262,0.391597,0.375090,0.345938,0.438745,0.696209,0.711333,0.661041,0.788218,0.751129,0.741206,0.626900,0.456142,0.486665,0.515542,0.507093,0.655840,0.624019,0.597582,0.450694,0.526056,0.605349,0.404290,0.378373,0.360667,0.298263,0.269535,0.264953,0.265599,0.329189,0.399586,0.386079,0.289538,0.326281,0.303737,0.336145,0.260143,0.204105,0.170712,0.175922,0.463083,0.688714,0.741743,0.676901,0.636779,0.423932,0.392122,0.288897,0.387136,0.283754,0.368181,0.379522,0.330791,0.330319,0.327119,0.382505,0.330722,0.302263,0.359753,0.537296,0.537296
0.719132,0.719132,0.719132,0.645664,0.675071,0.417849,0.134883,0.108120,0.298025,0.490970,0.553324,0.207954,0.095285,0.131562,0.153912,0.129331,0.133170,0.111156,0.098462,0.114787,0.100423,0.093247,0.097230,0.131115,0.055657,0.074776,0.104983,0.062255,0.092288,0.164684,0.117434,0.096623,0.185807,0.146541,0.075061,0.141775,0.188122,0.192934,0.248732,0.372018,0.531772,0.722789,0.763509,0.663439,0.577816,0.623285,0.605092,0.611645,0.654790,0.656975,0.630242,0.653044,0.658310,0.652852,0.669545,0.598715,0.658594,0.641545,0.575556,0.455507,0.421495,0.443479,0.397903,0.415509,0.366919,0.392797,0.368856,0.367389,0.338284,0.414473,0.410149,0.400448,0.382970,0.401404,0.419223,0.664895,0.693697,0.648265,0.784103,0.761794,0.719476,0.596547,0.496925,0.548546,0.545595,0.555814,0.594740,0.620245,0.543814,0.495123,0.530641,0.449117,0.436512,0.447929,0.480889,0.419550,0.357238,0.188153,0.189568,0.252068,0.367983,0.366258,0.348007,0.323259,0.257839,0.237709,0.240173,0.237295,0.171315,0.138917,0.386104,0.604903,0.728802,0.695021,0.732615,0.625245,0.401101,0.370182,0.316226,0.317635,0.332180,0.356583,0.352145,0.285923,0.270137,0.323042,0.283040,0.363343,0.310861,0.509911,0.509911
0.717733,0.717733,0.717733,0.767242,0.636896,0.326011,0.142115,0.079385,0.292358,0.498678,0.579876,0.255420,0.121957,0.116787,0.128870,0.107472,0.089125,0.140161,0.093844,0.099174,0.097193,0.112078,0.083743,0.102401,0.050371,0.072327,0.090877,0.080827,0.079182,0.066839,0.133018,0.111843,0.106615,0.158558,0.090814,0.219184,0.482650,0.602666,0.475739,0.557948,0.530024,0.716909,0.724915,0.612067,0.619785,0.599715,0.562478,0.595701,0.588673,0.646701,0.633061,0.611631,0.614249,0.639498,0.654866,0.625041,0.637525,0.588819,0.538003,0.398846,0.400303,0.439290,0.374882,0.327316,0.429126,0.380894,0.405811,0.438383,0.383016,0.409040,0.416260,0.349620,0.369999,0.338948,0.434020,0.671247,0.735350,0.566265,0.714642,0.730310,0.795099,0.617799,0.567034,0.610562,0.510595,0.567021,0.576552,0.649895,0.571780,0.527398,0.508957,0.371439,0.453078,0.553838,0.599062,0.537332,0.421712,0.248761,0.189517,0.185238,0.203081,0.252218,0.280517,0.352887,0.305144,0.267863,0.253174,0.220546,0.208799,0.150982,0.234203,0.485865,0.670679,0.680869,0.643860,0.726427,0.598893,0.412648,0.296387,0.305430,0.340082,0.334794,0.322972,0.245197,0.307006,0.279590,0.264958,0.359949,0.323988,0.430111,0.430111
