0.522871,0.522871,0.470400,0.509906,0.509906,0.470400,0.522871,0.492965,0.506768,0.491467,0.535437,0.499237,0.530034,0.502538,0.527017,0.516357,0.525010,0.513367,0.564186,0.506794,0.551373,0.540050,0.508089,0.532237,0.506404,0.550378,0.535248,0.514916,0.525393,0.579545,0.536297,0.535128,0.562289,0.517249,0.556029,0.521895,0.532182,0.540516,0.556346,0.493759,0.536284,0.530045,0.502896,0.527648,0.537283,0.531448,0.500660,0.499259,0.560511,0.543729,0.550905,0.545032,0.525466,0.561160,0.534825,0.519411,0.541204,0.573218,0.518333,0.556706,0.509890,0.527433,0.562837,0.507841,0.454745,0.567552,0.554067,0.562795,0.552759,0.327658,0.326204,0.580029,0.526850,0.561182,0.517075,0.530517,0.523155,0.543350,0.581167,0.612306,0.698614,0.691928,0.647306,0.620834,0.587601,0.601144,0.585031,0.567276,0.595757,0.599011,0.612424,0.553157,0.612692,0.598311,0.587130,0.576626,0.580230,0.568069,0.553544,0.596607,0.591321,0.590628,0.651083,0.686641,0.617568,0.605266,0.634602,0.631515,0.631754,0.661692,0.646396,0.644289,0.647178,0.656316,0.674844,0.683763,0.667801,0.676613,0.685075,0.615165,0.709626,0.694904,0.659772,0.655290,0.639814,0.656788,0.690674,0.694615,0.632071,0.673588,0.653320,0.593703,0.593703,0.653320,0.673588
0.496966,0.496966,0.550363,0.482514,0.482514,0.550363,0.496966,0.504445,0.526703,0.524387,0.501715,0.562152,0.530392,0.505013,0.502454,0.529285,0.532378,0.511178,0.503482,0.529353,0.507643,0.488750,0.585455,0.535955,0.522520,0.538337,0.514652,0.486461,0.510570,0.490130,0.544532,0.511639,0.521792,0.512036,0.584386,0.527270,0.505098,0.537586,0.549188,0.505799,0.494838,0.514804,0.529384,0.544976,0.533712,0.488665,0.589617,0.525000,0.532972,0.575404,0.508951,0.487359,0.466785,0.576154,0.556453,0.563022,0.561200,0.525885,0.530413,0.567757,0.550299,0.530731,0.538949,0.569348,0.518547,0.510351,0.544507,0.589675,0.460995,0.423930,0.403037,0.549939,0.555521,0.520843,0.552607,0.592514,0.600811,0.548301,0.583665,0.577997,0.676728,0.534502,0.520770,0.593075,0.554975,0.569667,0.627814,0.626608,0.606764,0.604993,0.616688,0.592476,0.643227,0.642633,0.601302,0.584644,0.596189,0.593227,0.586509,0.616910,0.611878,0.633265,0.606607,0.686935,0.593559,0.653294,0.662844,0.680891,0.672836,0.677060,0.716554,0.665879,0.668401,0.713636,0.715707,0.683585,0.684243,0.679499,0.704099,0.629348,0.631034,0.663786,0.666769,0.591739,0.671267,0.648185,0.658434,0.612030,0.621680,0.665062,0.630998,0.612130,0.612130,0.630998,0.665062
0.544635,0.544635,0.470229,0.456283,0.456283,0.470229,0.544635,0.463626,0.468498,0.558920,0.483424,0.487754,0.496800,0.453887,0.493603,0.535341,0.497172,0.537729,0.510205,0.552413,0.524359,0.515587,0.510034,0.461478,0.467029,0.536618,0.504312,0.508736,0.522676,0.508676,0.513186,0.541069,0.493935,0.491351,0.501778,0.527470,0.547623,0.509218,0.574033,0.518644,0.519978,0.528774,0.552313,0.547512,0.536437,0.544969,0.537558,0.536822,0.551035,0.535799,0.509695,0.549172,0.558983,0.545249,0.491743,0.486578,0.473947,0.520278,0.538254,0.568795,0.533450,0.553593,0.506432,0.496719,0.537021,0.536441,0.558238,0.475653,0.513810,0.523728,0.552749,0.567740,0.559951,0.527098,0.578312,0.572542,0.541858,0.575633,0.552038,0.561758,0.654039,0.566733,0.494407,0.472132,0.588293,0.584711,0.638369,0.612983,0.658472,0.622546,0.593112,0.591521,0.584870,0.603440,0.627885,0.600885,0.558678,0.644575,0.611266,0.615560,0.652209,0.663471,0.609407,0.652310,0.681026,0.702628,0.643725,0.689077,0.695257,0.686520,0.663015,0.660555,0.696521,0.663732,0.696836,0.709529,0.696877,0.666557,0.674970,0.661094,0.716772,0.683641,0.645163,0.659828,0.608988,0.621493,0.638394,0.635481,0.664203,0.645247,0.570566,0.673077,0.673077,0.570566,0.645247
0.544635,0.544635,0.470229,0.456283,0.456283,0.470229,0.544635,0.463626,0.468498,0.558920,0.483424,0.487754,0.496800,0.453887,0.493603,0.535341,0.497172,0.537729,0.510205,0.552413,0.524359,0.515587,0.510034,0.461478,0.467029,0.536618,0.504312,0.508736,0.522676,0.508676,0.513186,0.541069,0.493935,0.491351,0.501778,0.527470,0.547623,0.509218,0.574033,0.518644,0.519978,0.528774,0.552313,0.547512,0.536437,0.544969,0.537558,0.536822,0.551035,0.535799,0.509695,0.549172,0.558983,0.545249,0.491743,0.486578,0.473947,0.520278,0.538254,0.568795,0.533450,0.553593,0.506432,0.496719,0.537021,0.536441,0.558238,0.475653,0.513810,0.523728,0.552749,0.567740,0.559951,0.527098,0.578312,0.572542,0.541858,0.575633,0.552038,0.561758,0.654039,0.566733,0.494407,0.472132,0.588293,0.584711,0.638369,0.612983,0.658472,0.622546,0.593112,0.591521,0.584870,0.603440,0.627885,0.600885,0.558678,0.644575,0.611266,0.615560,0.652209,0.663471,0.609407,0.652310,0.681026,0.702628,0.643725,0.689077,0.695257,0.686520,0.663015,0.660555,0.696521,0.663732,0.696836,0.709529,0.696877,0.666557,0.674970,0.661094,0.716772,0.683641,0.645163,0.659828,0.608988,0.621493,0.638394,0.635481,0.664203,0.645247,0.570566,0.673077,0.673077,0.570566,0.645247
0.496966,0.496966,0.550363,0.482514,0.482514,0.550363,0.496966,0.504445,0.526703,0.524387,0.501715,0.562152,0.530392,0.505013,0.502454,0.529285,0.532378,0.511178,0.503482,0.529353,0.507643,0.488750,0.585455,0.535955,0.522520,0.538337,0.514652,0.486461,0.510570,0.490130,0.544532,0.511639,0.521792,0.512036,0.584386,0.527270,0.505098,0.537586,0.549188,0.505799,0.494838,0.514804,0.529384,0.544976,0.533712,0.488665,0.589617,0.525000,0.532972,0.575404,0.508951,0.487359,0.466785,0.576154,0.556453,0.563022,0.561200,0.525885,0.530413,0.567757,0.550299,0.530731,0.538949,0.569348,0.518547,0.510351,0.544507,0.589675,0.460995,0.423930,0.403037,0.549939,0.555521,0.520843,0.552607,0.592514,0.600811,0.548301,0.583665,0.577997,0.676728,0.534502,0.520770,0.593075,0.554975,0.569667,0.627814,0.626608,0.606764,0.604993,0.616688,0.592476,0.643227,0.642633,0.601302,0.584644,0.596189,0.593227,0.586509,0.616910,0.611878,0.633265,0.606607,0.686935,0.593559,0.653294,0.662844,0.680891,0.672836,0.677060,0.716554,0.665879,0.668401,0.713636,0.715707,0.683585,0.684243,0.679499,0.704099,0.629348,0.631034,0.663786,0.666769,0.591739,0.671267,0.648185,0.658434,0.612030,0.621680,0.665062,0.630998,0.612130,0.612130,0.630998,0.665062
0.522871,0.522871,0.470400,0.509906,0.509906,0.470400,0.522871,0.492965,0.506768,0.491467,0.535437,0.499237,0.530034,0.502538,0.527017,0.516357,0.525010,0.513367,0.564186,0.506794,0.551373,0.540050,0.508089,0.532237,0.506404,0.550378,0.535248,0.514916,0.525393,0.579545,0.536297,0.535128,0.562289,0.517249,0.556029,0.521895,0.532182,0.540516,0.556346,0.493759,0.536284,0.530045,0.502896,0.527648,0.537283,0.531448,0.500660,0.499259,0.560511,0.543729,0.550905,0.545032,0.525466,0.561160,0.534825,0.519411,0.541204,0.573218,0.518333,0.556706,0.509890,0.527433,0.562837,0.507841,0.454745,0.567552,0.554067,0.562795,0.552759,0.327658,0.326204,0.580029,0.526850,0.561182,0.517075,0.530517,0.523155,0.543350,0.581167,0.612306,0.698614,0.691928,0.647306,0.620834,0.587601,0.601144,0.585031,0.567276,0.595757,0.599011,0.612424,0.553157,0.612692,0.598311,0.587130,0.576626,0.580230,0.568069,0.553544,0.596607,0.591321,0.590628,0.651083,0.686641,0.617568,0.605266,0.634602,0.631515,0.631754,0.661692,0.646396,0.644289,0.647178,0.656316,0.674844,0.683763,0.667801,0.676613,0.685075,0.615165,0.709626,0.694904,0.659772,0.655290,0.639814,0.656788,0.690674,0.694615,0.632071,0.673588,0.653320,0.593703,0.593703,0.653320,0.673588
0.456311,0.456311,0.495479,0.476580,0.476580,0.495479,0.456311,0.471660,0.489625,0.490814,0.479518,0.551977,0.554369,0.508258,0.545090,0.528862,0.500337,0.547657,0.465767,0.465964,0.550879,0.527929,0.494123,0.506125,0.520708,0.540782,0.555582,0.539795,0.581500,0.573373,0.533837,0.605062,0.553057,0.543198,0.574555,0.554278,0.493161,0.532447,0.494196,0.489872,0.554414,0.530609,0.507048,0.582485,0.562098,0.541488,0.541328,0.499587,0.547039,0.578009,0.536788,0.508285,0.528702,0.527766,0.559644,0.580476,0.561966,0.566217,0.535335,0.530606,0.577752,0.534989,0.533029,0.554395,0.573595,0.615274,0.649357,0.619252,0.616381,0.421360,0.378150,0.597235,0.533551,0.526802,0.548726,0.521319,0.467674,0.471152,0.484454,0.545011,0.632616,0.655045,0.725477,0.587840,0.550016,0.577017,0.554585,0.575595,0.606917,0.543753,0.593867,0.596292,0.597066,0.541083,0.618895,0.549181,0.617591,0.593414,0.608146,0.629778,0.637598,0.619351,0.618618,0.587112,0.588421,0.573081,0.614177,0.685531,0.436942,0.538775,0.656792,0.656443,0.627792,0.639063,0.617282,0.692614,0.682678,0.609744,0.676988,0.695870,0.687243,0.640655,0.654488,0.647847,0.663361,0.682630,0.670005,0.608066,0.638488,0.637010,0.650100,0.599300,0.599300,0.650100,0.637010
0.477172,0.477172,0.471698,0.474232,0.474232,0.471698,0.477172,0.513714,0.456976,0.518155,0.491965,0.501708,0.536935,0.508974,0.515190,0.474798,0.507571,0.563460,0.533628,0.465309,0.519882,0.513574,0.513480,0.531771,0.468558,0.530643,0.499275,0.606363,0.574205,0.632461,0.604656,0.590069,0.649765,0.579521,0.605944,0.586392,0.553168,0.530882,0.592618,0.591037,0.529304,0.489085,0.468287,0.543365,0.540495,0.526906,0.507512,0.505367,0.529092,0.562510,0.565412,0.533181,0.532434,0.561645,0.580974,0.659469,0.720331,0.622935,0.572597,0.533908,0.551945,0.567181,0.474821,0.561490,0.575299,0.634495,0.708997,0.752486,0.718028,0.645594,0.449460,0.647137,0.600851,0.604826,0.557462,0.571170,0.568157,0.518804,0.504907,0.553227,0.649657,0.664755,0.594263,0.560307,0.535495,0.602653,0.555321,0.566092,0.551021,0.640560,0.576052,0.593970,0.620620,0.605556,0.576532,0.607866,0.597579,0.638174,0.617201,0.614405,0.604665,0.585622,0.602296,0.598678,0.591426,0.646833,0.621872,0.462940,0.497238,0.566441,0.664916,0.609104,0.628067,0.627665,0.637701,0.586177,0.647083,0.659512,0.654253,0.648615,0.649854,0.640815,0.629335,0.640741,0.626167,0.652711,0.671021,0.680435,0.662900,0.643342,0.649772,0.629884,0.629884,0.649772,0.643342
0.503485,0.503485,0.517236,0.503424,0.503424,0.517236,0.503485,0.487194,0.512243,0.526817,0.523961,0.507291,0.508853,0.505301,0.533193,0.548095,0.491106,0.516891,0.510751,0.511185,0.537430,0.532569,0.566969,0.524616,0.515775,0.601864,0.581501,0.625811,0.668996,0.601688,0.645545,0.638153,0.695643,0.627570,0.621143,0.664414,0.625641,0.602132,0.591186,0.547648,0.524383,0.546614,0.606712,0.522106,0.472563,0.528137,0.595330,0.538961,0.559874,0.523838,0.522819,0.547221,0.556010,0.565108,0.612039,0.681136,0.646826,0.705047,0.647424,0.620828,0.619865,0.573414,0.567150,0.637585,0.660978,0.692061,0.671657,0.732918,0.726303,0.771500,0.468293,0.569027,0.704169,0.681772,0.597099,0.614857,0.557870,0.581328,0.508484,0.584195,0.705251,0.713841,0.628037,0.477880,0.574787,0.561446,0.584991,0.540442,0.574313,0.565559,0.565316,0.576980,0.562389,0.601570,0.656715,0.620444,0.573843,0.592636,0.606990,0.568234,0.555903,0.578274,0.601650,0.597069,0.578428,0.666807,0.508676,0.400327,0.445177,0.568492,0.633148,0.643684,0.558722,0.584599,0.605032,0.589147,0.597122,0.598744,0.638667,0.613836,0.637643,0.615094,0.585394,0.643707,0.598615,0.608188,0.650446,0.605051,0.648479,0.645231,0.667553,0.486909,0.486909,0.667553,0.645231
0.496676,0.496676,0.460195,0.462814,0.462814,0.460195,0.496676,0.510418,0.574097,0.488109,0.494795,0.493971,0.484174,0.490625,0.531545,0.492392,0.477064,0.523700,0.547698,0.545695,0.469824,0.525552,0.505610,0.555370,0.567145,0.584338,0.573572,0.611957,0.655733,0.603340,0.695489,0.711110,0.630774,0.644540,0.650510,0.658348,0.687584,0.631577,0.677542,0.649549,0.582453,0.603973,0.552094,0.550602,0.594310,0.581177,0.550623,0.557531,0.562346,0.562000,0.535637,0.569151,0.576115,0.589835,0.661724,0.688910,0.771098,0.731799,0.741060,0.675026,0.713515,0.660295,0.634814,0.669710,0.696244,0.723000,0.726827,0.752877,0.697129,0.790428,0.534677,0.418224,0.766312,0.744737,0.673530,0.619828,0.576125,0.543129,0.590413,0.605811,0.657028,0.598659,0.669266,0.600240,0.548362,0.531965,0.568452,0.554273,0.627580,0.584599,0.616932,0.590704,0.567566,0.598909,0.618130,0.587563,0.595477,0.580793,0.554795,0.577013,0.558619,0.525549,0.579736,0.591549,0.548868,0.591511,0.394977,0.471365,0.438863,0.555605,0.587642,0.564242,0.536273,0.563044,0.585583,0.557521,0.585789,0.595552,0.648182,0.547697,0.636216,0.553694,0.603321,0.601812,0.593831,0.617599,0.621899,0.645815,0.597182,0.587083,0.638113,0.434576,0.434576,0.638113,0.587083
