0.7975,0.71498,0.48508,0.37331,0.37214,0.28654,0.62755,0.41164,0.11916,0.50414,0.6572,0.61587,0.59976,0.60276,0.59485,0.55846,0.49454,0.4071,0.35379,0.36746,0.58542,0.64551,0.63795,0.62733,0.62783,0.63799,0.63781,0.65496,0.4501,0.33482,0.38231,0.39967,0.39417,0.38222,0.38247,0.38305,0.65183,0.77841,0.84715,0.66979,0.53656,0.55863,0.61524,0.6117,0.49981,0.48534,0.50218,0.45348,0.31571,0.28429,0.24523,0.29527,0.5196,0.52488,0.40926,0.40174,0.40908,0.4128,0.35495,0.34105,0.39074,0.38119,0.37726,0.47389
0.80091,0.69858,0.3517,0.35695,0.4147,0.23609,0.41562,0.47348,0.42346,0.49752,0.47389,0.39783,0.33375,0.28185,0.22706,0.17462,0.13992,0.12855,0.14623,0.2549,0.58467,0.63436,0.61909,0.61739,0.62024,0.62665,0.63843,0.64588,0.4431,0.30063,0.34423,0.37686,0.37628,0.36502,0.37479,0.36622,0.62454,0.75183,0.80289,0.61703,0.49302,0.52004,0.60761,0.53453,0.43829,0.53173,0.43135,0.20719,0.27359,0.35305,0.30195,0.18962,0.17953,0.54948,0.64054,0.39073,0.39144,0.36608,0.31841,0.31624,0.36177,0.36396,0.34367,0.46262
0.76459,0.67946,0.23471,0.35581,0.59417,0.47207,0.26647,0.2924,0.34016,0.23013,0.12676,0.10032,0.087509,0.079116,0.077938,0.082136,0.093626,0.10631,0.13763,0.3305,0.60375,0.62252,0.61243,0.61069,0.61722,0.62564,0.63683,0.64103,0.47793,0.3346,0.34101,0.36239,0.37286,0.37499,0.38079,0.36453,0.58937,0.72564,0.78914,0.61129,0.47858,0.52965,0.61511,0.50941,0.50829,0.49861,0.29832,0.29631,0.31591,0.28507,0.27155,0.29732,0.1933,0.26521,0.69391,0.61305,0.42624,0.35554,0.31807,0.3222,0.33108,0.34566,0.32781,0.45238
0.71487,0.5593,0.13429,0.39738,0.42405,0.1398,0.12396,0.10208,0.087274,0.094236,0.092724,0.086105,0.082155,0.1008,0.11421,0.1246,0.12112,0.18008,0.28627,0.55708,0.67913,0.6016,0.60689,0.61067,0.618,0.63819,0.6491,0.64864,0.4961,0.36971,0.37145,0.37086,0.36408,0.38111,0.3857,0.36572,0.56622,0.6874,0.76107,0.64613,0.51069,0.5425,0.61804,0.52359,0.51582,0.41117,0.38135,0.25962,0.25124,0.35171,0.3174,0.28723,0.23653,0.16384,0.51957,0.72594,0.59209,0.36105,0.31164,0.35074,0.32339,0.31084,0.31414,0.42147
0.72518,0.41151,0.091242,0.42146,0.41739,0.10772,0.11117,0.10577,0.097731,0.096002,0.09393,0.085463,0.084583,0.095677,0.10993,0.12311,0.20972,0.50087,0.49307,0.62342,0.64206,0.58843,0.58874,0.59787,0.61162,0.63017,0.64032,0.62956,0.49307,0.39046,0.39435,0.37158,0.36535,0.39098,0.38969,0.37232,0.544,0.65688,0.71397,0.70075,0.56881,0.56594,0.61636,0.56853,0.42085,0.53772,0.62311,0.39381,0.17652,0.17756,0.26302,0.32575,0.26111,0.14538,0.32651,0.65412,0.68653,0.60281,0.33194,0.31901,0.30879,0.26124,0.2903,0.41714
0.68014,0.43242,0.45938,0.61792,0.43736,0.11129,0.11448,0.11316,0.11481,0.12221,0.1142,0.085086,0.090527,0.099171,0.10201,0.12769,0.28205,0.50033,0.42902,0.6147,0.53503,0.59308,0.57488,0.58622,0.60106,0.62519,0.62978,0.62221,0.47994,0.39622,0.38929,0.36631,0.39377,0.41069,0.40001,0.37838,0.50713,0.61999,0.65835,0.72316,0.5995,0.57612,0.61025,0.50117,0.37817,0.66214,0.7279,0.62194,0.425,0.31704,0.24522,0.28664,0.25707,0.1324,0.22514,0.5627,0.59958,0.71168,0.54894,0.32995,0.31183,0.263,0.26612,0.4299
0.53164,0.49901,0.49623,0.47457,0.46356,0.17537,0.16086,0.15912,0.15887,0.16745,0.12604,0.082116,0.09582,0.098545,0.10989,0.19417,0.37871,0.46613,0.45144,0.54026,0.47738,0.62178,0.60228,0.60886,0.60631,0.62287,0.62838,0.62259,0.47281,0.40008,0.41129,0.39814,0.40752,0.40847,0.39457,0.3791,0.46299,0.61446,0.54845,0.66232,0.63791,0.58492,0.64032,0.43013,0.48332,0.72262,0.76861,0.71308,0.64791,0.62254,0.45008,0.1877,0.14142,0.10629,0.18612,0.49641,0.54461,0.62394,0.69375,0.43713,0.27757,0.27206,0.25514,0.38449
0.28069,0.15779,0.14637,0.28645,0.50325,0.22372,0.17619,0.16746,0.16961,0.17078,0.11349,0.089499,0.094582,0.089558,0.15547,0.28245,0.43938,0.40682,0.47829,0.36545,0.4797,0.63254,0.5968,0.60464,0.62487,0.63009,0.6288,0.62188,0.45053,0.36905,0.4006,0.40244,0.39953,0.39286,0.38592,0.3774,0.42499,0.62559,0.51256,0.56582,0.63233,0.59995,0.70287,0.3985,0.62568,0.75544,0.75517,0.70466,0.66984,0.59973,0.43027,0.14809,0.095149,0.0884,0.18912,0.46002,0.49957,0.55363,0.67083,0.52804,0.31869,0.3074,0.2916,0.40225
0.23075,0.14015,0.17292,0.35178,0.50239,0.1824,0.17104,0.18655,0.18502,0.1605,0.13501,0.21445,0.36379,0.45093,0.25146,0.29917,0.38875,0.36813,0.47294,0.22858,0.49137,0.6353,0.61361,0.61614,0.6105,0.60516,0.57546,0.56151,0.45281,0.34713,0.34841,0.34456,0.35025,0.36657,0.40073,0.42394,0.45683,0.63831,0.54347,0.46422,0.63428,0.64242,0.67795,0.47885,0.6944,0.78317,0.73885,0.70935,0.64357,0.52419,0.39086,0.15858,0.090434,0.085556,0.20188,0.43259,0.48054,0.50388,0.62759,0.44738,0.43161,0.39426,0.36917,0.43983
0.23297,0.15008,0.19125,0.40058,0.51092,0.17627,0.1584,0.19688,0.19324,0.18665,0.32666,0.52803,0.67686,0.65535,0.56541,0.3832,0.38116,0.39671,0.46448,0.16804,0.50892,0.54853,0.47729,0.46769,0.4782,0.52538,0.55195,0.63116,0.59136,0.53116,0.56566,0.60796,0.6769,0.72281,0.7618,0.78445,0.78058,0.68994,0.66812,0.60909,0.66863,0.68999,0.65454,0.51747,0.49169,0.6127,0.72404,0.71417,0.65647,0.54052,0.40597,0.21121,0.090593,0.089351,0.25314,0.43028,0.44283,0.41374,0.57843,0.33644,0.38183,0.49948,0.46597,0.48735
0.23331,0.16094,0.20636,0.43483,0.51785,0.17244,0.20175,0.25582,0.29032,0.43553,0.61107,0.7033,0.61495,0.68547,0.47999,0.25295,0.34906,0.4589,0.34456,0.16953,0.48832,0.32578,0.35143,0.46978,0.55722,0.62449,0.68647,0.74489,0.77074,0.78885,0.80783,0.81679,0.82027,0.82049,0.81942,0.82118,0.82263,0.72083,0.69368,0.72797,0.7182,0.68822,0.64697,0.43551,0.41848,0.48309,0.64981,0.55597,0.46038,0.42574,0.37376,0.22654,0.090424,0.08893,0.31264,0.42223,0.3948,0.38558,0.45513,0.19402,0.35629,0.64088,0.5724,0.58185
0.24089,0.16598,0.23875,0.46653,0.52638,0.23326,0.31537,0.4063,0.48994,0.62751,0.7092,0.60223,0.6591,0.42882,0.14892,0.28236,0.33005,0.50987,0.22769,0.18415,0.53266,0.62584,0.70558,0.77234,0.78456,0.79544,0.79359,0.79019,0.7952,0.80225,0.81299,0.82055,0.82265,0.82634,0.82889,0.82772,0.83179,0.73046,0.6443,0.72888,0.7209,0.64844,0.65694,0.58671,0.47964,0.5268,0.60063,0.27957,0.19991,0.30254,0.31311,0.20526,0.1008,0.10628,0.34511,0.39413,0.32809,0.33514,0.2775,0.15443,0.32182,0.66254,0.62904,0.65258
0.24212,0.16154,0.26932,0.4843,0.54129,0.34719,0.47769,0.56579,0.70778,0.67165,0.55589,0.56308,0.30784,0.11302,0.21386,0.39863,0.36689,0.46407,0.13127,0.21301,0.55245,0.69078,0.70016,0.75827,0.7937,0.79554,0.80045,0.80519,0.81887,0.82988,0.83468,0.82696,0.82376,0.82541,0.81967,0.81281,0.81626,0.73752,0.66186,0.69313,0.69895,0.5856,0.64212,0.66789,0.5879,0.66684,0.51155,0.24267,0.34121,0.35785,0.23307,0.20614,0.12562,0.16902,0.36598,0.34156,0.22867,0.23463,0.17993,0.20002,0.27539,0.5993,0.681,0.69911
0.2369,0.15713,0.30701,0.50133,0.57807,0.4955,0.59684,0.67734,0.6314,0.5629,0.49451,0.21932,0.097021,0.14406,0.31513,0.49893,0.51966,0.44789,0.24761,0.39734,0.59563,0.69068,0.69864,0.7882,0.81567,0.82268,0.82857,0.83453,0.83553,0.8382,0.83816,0.83085,0.82536,0.82178,0.81141,0.79596,0.79237,0.7274,0.6337,0.68403,0.74425,0.53007,0.60558,0.64867,0.68502,0.67941,0.37319,0.31953,0.45717,0.35809,0.18958,0.25568,0.20641,0.26964,0.37955,0.27201,0.14723,0.29859,0.26105,0.18244,0.21954,0.50115,0.65909,0.61893
0.23238,0.14929,0.34488,0.51497,0.59696,0.67926,0.72954,0.65654,0.56783,0.47139,0.18684,0.11115,0.15596,0.26695,0.35482,0.41795,0.49755,0.54257,0.66025,0.70305,0.694,0.72178,0.78453,0.83326,0.84198,0.86239,0.86517,0.85411,0.85484,0.85203,0.84202,0.83,0.82212,0.81291,0.80368,0.78353,0.78157,0.73476,0.6458,0.74072,0.75486,0.48857,0.57852,0.63426,0.70999,0.54617,0.30205,0.36017,0.50326,0.49456,0.38574,0.34284,0.22733,0.2979,0.35358,0.21187,0.12217,0.39237,0.35364,0.13986,0.153,0.28656,0.56491,0.59791
0.23592,0.16499,0.39273,0.53865,0.56898,0.58827,0.55598,0.56077,0.57427,0.29049,0.48386,0.68046,0.74165,0.76576,0.67978,0.66621,0.61976,0.68322,0.72522,0.73031,0.70985,0.78216,0.85594,0.8698,0.87514,0.87102,0.86437,0.85766,0.84879,0.84742,0.83875,0.826,0.81823,0.80562,0.79197,0.77478,0.75684,0.72682,0.71427,0.76543,0.75575,0.48172,0.56233,0.64509,0.60711,0.34154,0.24162,0.39555,0.52836,0.50265,0.38342,0.25319,0.22293,0.32426,0.29315,0.15931,0.1432,0.45935,0.51721,0.34267,0.33583,0.39326,0.48994,0.36762
