0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060588,0.0060578,0.0060269,0.0060224,0.0060415,0.0060544,0.0060217,0.00602,0.0060566,0.006059,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586,0.0060586
-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.0001365,-0.00012586,0.00035344,-0.0027741,-0.014283,-0.016816,-0.0045456,0.00046639,-0.00011147,-0.00013751,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423,-0.00013423
-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.204e-05,-6.8866e-05,0.00026396,-6.5067e-05,0.0055758,0.096364,0.12115,0.015932,-0.0044932,0.00040012,-7.713e-05,-4.1525e-05,-4.2025e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05,-4.2035e-05
-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.1895e-08,-2.057e-08,-3.3545e-05,-0.00062412,-0.021025,0.38659,0.91484,0.93983,0.52248,0.0080661,-0.0040909,8.6705e-05,-5.0635e-06,3.3778e-08,-1.8595e-08,-1.7837e-08,-1.6353e-08,-1.9573e-08,-2.1745e-08,-2.4096e-08,-1.2779e-08,-1.1894e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08,-1.2052e-08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3271e-10,5.6391e-07,-2.8922e-06,-7.096e-05,-0.012034,0.092837,0.69369,1.0329,1.0314,0.91809,0.22219,-0.022451,0.0011038,8.752e-06,-1.1336e-05,-2.5472e-05,-2.9374e-05,-1.1845e-05,-1.8015e-05,-3.453e-05,-5.4915e-05,-3.1821e-06,6.2944e-07,1.3094e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4076e-14,2.6282e-10,-1.6361e-09,-1.2127e-08,-1.6864e-08,-4.8257e-09,-9.9675e-09,-8.8911e-09,-1.2057e-08,-4.5158e-06,2.4871e-05,0.00028382,-0.01259,0.12957,0.6573,1.0453,0.92423,0.93694,0.49727,-0.026016,-0.00084724,0.0001931,-3.8695e-06,0.00016497,-0.00017799,-0.0077795,-0.010184,-0.0027144,0.00060776,2.2764e-05,-4.0557e-06,-3.8454e-09,3.9732e-10,1.1112e-13,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6556e-10,9.5482e-07,-6.0603e-06,-4.3628e-05,-6.8502e-05,-1.3369e-06,-6.7701e-06,2.1823e-05,-2.3509e-05,-7.5086e-05,4.7197e-06,0.001893,-0.0091407,0.074654,0.75491,0.8756,0.6646,0.55393,0.84161,0.1349,-0.030152,-0.0012513,0.00057423,-0.0061476,-0.011411,0.046042,0.066353,0.0058529,-0.0071156,0.000741,-7.4776e-05,-1.0358e-05,1.4084e-06,3.9659e-10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4076e-14,2.6561e-10,-4.0995e-09,-6.5966e-06,4.253e-05,0.00036612,-0.0009646,-0.015114,-0.022235,-0.025534,-0.013026,-0.0063616,-0.013806,-0.021573,0.023064,0.42703,0.98478,0.59095,0.50728,0.50701,1.0563,0.68638,0.14753,0.0030214,-0.032873,0.054627,0.23693,0.56104,0.61903,0.37271,0.077502,-0.022361,0.00043787,0.00016673,-1.1788e-05,-8.0644e-09,-5.8866e-09,-1.1626e-10,2.4028e-11,-8.2593e-17,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6349e-10,9.8033e-07,-7.3187e-06,2.3051e-05,0.00011201,-0.013229,-0.011801,0.13623,0.24667,0.27802,0.11296,0.045158,0.11453,0.14764,0.43346,0.85839,1.0775,0.59634,0.2929,0.48455,1.0117,0.9808,0.58237,0.31087,0.46008,0.50412,0.41039,0.54651,0.71026,0.4645,0.36988,0.13968,-0.02813,-0.00062541,8.0104e-05,-2.2113e-05,-2.3716e-05,-2.0214e-06,2.6684e-07,5.0084e-11,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1012e-16,-3.8574e-12,-1.1225e-09,-5.5158e-06,7.8053e-05,-0.00020756,-0.014353,0.13695,0.4732,0.69816,0.87259,0.81476,0.57695,0.52432,0.55281,0.20342,0.66337,0.95833,0.79428,0.58503,0.23117,0.090389,0.18909,0.69712,0.57162,0.33827,0.71419,0.5016,0.43498,0.30868,0.30659,0.27056,0.38693,0.77394,0.36197,-0.030984,-0.005301,0.00055307,0.00010405,2.3217e-05,-2.2284e-06,-4.3122e-10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.0286e-10,3.5523e-07,-2.1784e-06,-5.7531e-05,0.00081891,-0.025683,0.17328,0.62663,0.58327,0.56267,0.58167,0.5239,0.46826,0.44638,0.51586,0.021465,0.33683,0.2855,0.0042802,0.14001,0.13402,0.0013342,-0.044276,0.1958,0.40673,0.14936,0.53943,0.4046,0.44763,0.38182,0.31803,0.32194,0.33665,0.77503,0.80324,0.22039,0.002302,-0.0049638,0.0023228,0.00020938,-3.2848e-05,-8.6772e-09,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-2.2326e-12,-2.1016e-10,-1.8026e-06,1.2951e-05,0.00050553,-0.018471,0.15839,0.61702,0.47833,0.42534,0.51365,0.48096,0.46892,0.46797,0.39095,0.53692,0.13457,0.22248,0.18306,-0.041495,0.16978,0.3864,0.0098509,-0.0023155,0.045563,0.26789,0.086452,0.48308,0.40215,0.45349,0.4348,0.33907,0.35223,0.34919,0.67367,0.84599,0.91964,0.50648,-0.012406,-0.0022252,0.00020269,-1.0606e-05,9.1848e-10,-5.195e-12,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-2.1956e-12,-1.5874e-08,1.3623e-06,-7.8853e-05,0.00056737,-0.0050614,0.038953,0.41387,0.67943,0.47807,0.3679,0.47863,0.50244,0.49052,0.46039,0.38726,0.49427,0.13394,0.15565,0.18062,-0.020357,0.2302,0.39246,0.067008,0.0050715,-0.0054351,0.21568,0.15184,0.36633,0.42513,0.44019,0.46171,0.3591,0.33565,0.44163,0.69685,0.80394,1.0324,0.98493,0.31199,-0.02541,-0.00094495,-1.3306e-05,2.3743e-06,-2.3599e-08,-4.983e-13,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.2225e-10,1.9412e-06,-2.5877e-05,7.5322e-05,-0.00012216,-0.028255,0.41186,0.83692,0.70747,0.56402,0.35133,0.42995,0.47256,0.48177,0.42705,0.39927,0.42233,0.26658,0.089948,0.086077,-0.006796,0.17589,0.60814,0.2898,0.021737,-0.013847,0.17897,0.28617,0.33355,0.20718,0.57029,0.57116,0.51033,0.38717,0.47766,0.47324,0.82716,1.0172,1.0177,0.87,0.2069,-0.029014,6.4557e-05,1.9109e-05,2.0397e-06,-3.3247e-10,7.7912e-11,-8.2595e-17,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-6.0551e-09,-2.1382e-05,0.000151,0.00099785,-0.019918,0.15345,0.86517,1.0398,0.83426,0.65861,0.57064,0.46674,0.49304,0.49361,0.50032,0.35976,0.20402,0.46648,0.054799,0.0079563,-0.020172,0.15132,0.81761,0.32868,0.047905,-0.006686,-0.0026754,0.33343,0.50946,0.027531,0.51958,0.38159,0.21399,0.10832,0.30068,0.31062,0.93794,0.98608,0.99233,0.8033,0.50993,0.13148,-0.015112,0.0004138,-5.8774e-05,-1.9897e-06,2.7613e-07,-7.5902e-13,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.6045e-15,-1.2224e-08,-4.5266e-05,0.00030095,0.00057213,-0.026238,0.5276,1.0253,1.0055,0.99057,0.65928,0.4705,0.35199,0.44394,0.54854,0.57995,0.18918,0.16854,0.62353,0.088812,-0.0038008,-0.022055,0.1901,0.88494,0.40392,0.087459,-0.0096713,-0.026895,0.36452,0.56572,0.11623,0.49362,0.032703,0.029434,0.52277,0.6988,0.88491,0.92748,0.84772,0.88615,0.3976,0.21777,0.5814,0.10174,-0.014932,0.00048659,1.9636e-06,-4.4053e-07,4.8609e-10,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.8955e-16,-1.7919e-09,4.0329e-07,-5.1258e-05,0.00058968,-0.018582,0.15655,0.78553,1.0088,0.98196,1.0208,0.84972,0.21373,0.21122,0.02081,0.046294,0.29032,0.37472,0.13883,0.65711,0.34672,-0.0082353,-0.01414,0.094937,0.82453,0.46608,0.099489,-0.012982,-0.028027,0.36475,0.57516,0.31728,0.40334,-0.0078026,0.41875,0.89648,1.0285,0.77121,0.69606,0.79212,0.74989,0.13061,-0.02116,0.41159,0.47106,0.0041192,-0.0011276,0.00012248,-2.295e-05,-4.3924e-09,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-9.6264e-13,4.7799e-07,-7.7317e-06,-7.4429e-05,-0.0019078,-0.0058024,0.47813,0.58745,0.86214,0.74978,0.83186,0.95167,0.82092,0.66471,0.46005,0.015964,0.024878,0.55217,0.35436,0.50609,0.45222,0.0053027,-0.0043524,-0.019403,0.68076,0.82521,0.11731,-0.015926,-0.027005,0.31125,0.54194,0.39631,0.12599,0.23398,0.81636,1.0076,0.99685,0.87396,0.83279,0.77229,0.45117,-0.0053221,-0.010613,0.028589,0.43439,0.20768,-0.013605,0.00056992,-7.8884e-05,-2.1774e-08,-1.9738e-13,-5.5062e-17,0,0,0
0,0,0,0,0,0,0,0,0,3.5899e-10,-2.7291e-06,-3.258e-05,0.0015073,-0.020735,0.2202,0.4759,0.16509,0.66906,0.71371,0.72768,0.69621,1.0137,1.0115,0.90191,0.51995,0.013088,0.28229,0.53424,0.31104,0.55346,0.061451,-0.007975,-0.0053258,0.21464,0.31945,0.035621,-0.0053907,-0.023796,0.3845,0.44915,0.26278,0.066562,0.68636,1.0162,0.9949,1.0045,0.94894,0.83143,0.84787,0.62767,0.23328,0.0067124,-0.0094782,0.065869,0.32331,0.047579,-0.0061668,-9.3973e-06,-1.7016e-06,1.8635e-07,5.1952e-11,0,0,0
