0.82276,0.78399,0.69063,0.72831,0.74004,0.33944,0.26393,0.53616,0.50145,0.27704,0.36591,0.3687,0.48574,0.69287,0.57034,0.17765,0.1426,0.20144,0.4395,0.66828,0.7175,0.71575,0.69649,0.65962,0.63306,0.59907,0.58542,0.58078,0.589,0.60973,0.6286,0.65037,0.64401,0.6234,0.56497,0.48164,0.42748,0.40278,0.43659,0.40683,0.5493,0.66815,0.64046,0.64411,0.6528,0.64637,0.63851,0.63198,0.6341,0.64174,0.64089,0.65543,0.6491,0.64102,0.65506,0.66582,0.56808,0.35207,0.36278,0.3854,0.39405,0.40815,0.40974,0.4126,0.41191,0.40535,0.39808,0.39942,0.394,0.39517,0.40917,0.40071,0.53025,0.81759,0.784,0.76344,0.86769,0.87371,0.79145,0.59748,0.49689,0.58922,0.60993,0.54427,0.58563,0.67348,0.65732,0.61836,0.54478,0.50158,0.53458,0.49821,0.45044,0.51717,0.55433,0.56139,0.48345,0.39175,0.3333,0.30342,0.27962,0.28228,0.33636,0.47991,0.58006,0.57264,0.45598,0.40763,0.40416,0.41606,0.42507,0.43596,0.42409,0.44439,0.41634,0.44046,0.36939,0.35209,0.35999,0.37064,0.4009,0.42279,0.38053,0.4039,0.39508,0.39924,0.41861,0.55026
0.82563,0.78105,0.62852,0.71068,0.67798,0.21413,0.21273,0.50425,0.4801,0.19242,0.24084,0.30558,0.48475,0.8345,0.69652,0.16933,0.077787,0.12938,0.36363,0.54305,0.54183,0.49377,0.49436,0.51194,0.54638,0.59154,0.62578,0.64669,0.63522,0.57718,0.51216,0.4325,0.35862,0.30496,0.27623,0.27883,0.28856,0.30304,0.29467,0.31797,0.5165,0.64385,0.62609,0.63238,0.6279,0.62087,0.61678,0.61791,0.61835,0.61419,0.62063,0.63048,0.62934,0.62154,0.62855,0.6513,0.55054,0.30623,0.30686,0.32511,0.34659,0.37118,0.38046,0.38496,0.38155,0.37229,0.36279,0.36506,0.3648,0.36952,0.37315,0.36621,0.50985,0.78118,0.74188,0.71473,0.8334,0.82197,0.7362,0.55944,0.48627,0.57804,0.57261,0.49675,0.5638,0.66335,0.59301,0.55622,0.46543,0.46026,0.48963,0.45358,0.44487,0.58934,0.44053,0.25836,0.16206,0.16759,0.1967,0.23031,0.21851,0.16491,0.13425,0.19354,0.38434,0.56538,0.65775,0.54921,0.43016,0.37783,0.38561,0.38313,0.35741,0.39984,0.40664,0.38919,0.34678,0.33543,0.31514,0.29863,0.36479,0.37788,0.36184,0.3534,0.36409,0.36858,0.3361,0.54079
0.82849,0.8008,0.60887,0.72921,0.59653,0.16026,0.22586,0.51801,0.48578,0.16098,0.096837,0.14785,0.30399,0.63256,0.60841,0.24393,0.23952,0.30911,0.43893,0.56829,0.64759,0.61791,0.58396,0.5311,0.47704,0.42691,0.38134,0.34263,0.29856,0.27296,0.24013,0.21811,0.20463,0.17752,0.15674,0.15695,0.15421,0.17015,0.17774,0.30044,0.54257,0.64896,0.62868,0.63121,0.62345,0.62037,0.61632,0.62228,0.62423,0.62245,0.61806,0.63575,0.63842,0.63437,0.62915,0.64407,0.55294,0.30575,0.29983,0.31857,0.33853,0.36137,0.37969,0.38397,0.38184,0.37396,0.36495,0.35945,0.3727,0.38169,0.37537,0.37138,0.49555,0.77227,0.75976,0.74419,0.81177,0.78767,0.70741,0.56381,0.45883,0.54951,0.53887,0.47824,0.56923,0.65432,0.57692,0.50237,0.43437,0.43303,0.47184,0.50562,0.58924,0.37681,0.15349,0.13883,0.21731,0.31826,0.40308,0.44603,0.38117,0.28337,0.19855,0.13532,0.12985,0.27326,0.54385,0.73569,0.66777,0.47,0.37598,0.36897,0.38737,0.3785,0.40387,0.33774,0.31144,0.3515,0.31659,0.32832,0.37515,0.38185,0.38084,0.36754,0.3764,0.37245,0.35523,0.57167
0.84529,0.76701,0.6475,0.74291,0.50562,0.12491,0.2333,0.51715,0.55628,0.37223,0.33248,0.31651,0.26462,0.34922,0.45556,0.51282,0.57702,0.60105,0.55519,0.45132,0.39053,0.33596,0.29702,0.25738,0.23135,0.20515,0.18364,0.16562,0.14179,0.13021,0.11677,0.10446,0.10456,0.10454,0.1111,0.1131,0.12991,0.14902,0.19081,0.33564,0.54538,0.64344,0.62211,0.62527,0.62204,0.61313,0.61448,0.62091,0.62091,0.62021,0.62253,0.63487,0.64511,0.64164,0.63743,0.64687,0.56778,0.3322,0.31335,0.32509,0.33183,0.34987,0.36551,0.38108,0.38184,0.37098,0.36911,0.37126,0.37791,0.3805,0.37715,0.37027,0.49588,0.77335,0.72422,0.69141,0.81536,0.81068,0.71015,0.51235,0.43335,0.53895,0.54084,0.49736,0.5923,0.65148,0.56978,0.4777,0.42781,0.46695,0.52975,0.58575,0.47046,0.29855,0.23623,0.27184,0.32102,0.33118,0.33398,0.33358,0.31208,0.28349,0.2623,0.22214,0.15744,0.11581,0.27796,0.63058,0.73981,0.67952,0.44709,0.36074,0.40292,0.42306,0.39411,0.32627,0.31166,0.32651,0.29919,0.32081,0.35642,0.35276,0.36208,0.35901,0.34407,0.32743,0.3589,0.54522
0.85236,0.6912,0.6933,0.72562,0.41061,0.10821,0.23197,0.49976,0.62517,0.62316,0.62295,0.54156,0.37832,0.28272,0.34131,0.49121,0.50835,0.45985,0.39476,0.26005,0.17527,0.14519,0.12267,0.11168,0.10383,0.09153,0.085007,0.083971,0.084501,0.08644,0.089283,0.094623,0.096411,0.10149,0.10699,0.10903,0.13964,0.1631,0.21251,0.37983,0.55206,0.6406,0.62004,0.62272,0.62128,0.61267,0.6104,0.61446,0.62282,0.61833,0.61859,0.62648,0.6405,0.63793,0.63373,0.64379,0.58446,0.36749,0.33397,0.34266,0.33893,0.3459,0.35658,0.37667,0.38042,0.3712,0.37214,0.37764,0.38064,0.38031,0.37599,0.36505,0.47889,0.72408,0.73982,0.72766,0.79575,0.7916,0.71217,0.51496,0.43718,0.52485,0.53597,0.50752,0.59469,0.64079,0.56317,0.46102,0.42352,0.50959,0.61998,0.51627,0.35596,0.30109,0.29258,0.33853,0.32337,0.26826,0.24311,0.21388,0.23646,0.27287,0.28431,0.29124,0.24392,0.1513,0.14318,0.48622,0.68604,0.76329,0.6114,0.44764,0.39408,0.44682,0.38221,0.35577,0.32603,0.28497,0.297,0.32118,0.33424,0.33059,0.3458,0.34113,0.348,0.31707,0.35399,0.54474
0.8384,0.61077,0.74003,0.64525,0.28018,0.097258,0.23914,0.49528,0.61099,0.51482,0.44416,0.36174,0.27111,0.19657,0.16987,0.17053,0.15678,0.13576,0.11939,0.10874,0.098574,0.096445,0.092304,0.091059,0.089213,0.089884,0.085065,0.087286,0.087257,0.085604,0.088353,0.094038,0.1011,0.10469,0.10973,0.12898,0.14574,0.15863,0.26919,0.46045,0.57787,0.63959,0.61156,0.61035,0.61187,0.60641,0.60665,0.61305,0.61704,0.6166,0.62089,0.63456,0.63703,0.63132,0.62764,0.62909,0.57508,0.38197,0.34854,0.35027,0.34046,0.3413,0.34904,0.36794,0.37236,0.36765,0.37031,0.38108,0.38384,0.37942,0.37459,0.36524,0.46165,0.69858,0.70877,0.68571,0.77928,0.78579,0.71218,0.52853,0.44315,0.53503,0.52833,0.52105,0.60202,0.63694,0.5756,0.44588,0.45971,0.63901,0.48372,0.36434,0.32678,0.22867,0.28037,0.30882,0.29203,0.33155,0.35146,0.31511,0.2779,0.29456,0.29556,0.29852,0.26547,0.19273,0.1395,0.27009,0.58952,0.70078,0.73239,0.645,0.46731,0.39955,0.36436,0.33004,0.35398,0.3173,0.31818,0.36035,0.32236,0.32731,0.32304,0.36308,0.36109,0.31479,0.35844,0.53867
0.78918,0.58601,0.73082,0.51699,0.17841,0.11077,0.26395,0.50319,0.56833,0.29489,0.17125,0.15144,0.13051,0.12195,0.1167,0.10678,0.10215,0.1022,0.10643,0.10739,0.098852,0.095987,0.090507,0.086935,0.084317,0.08664,0.092725,0.10392,0.10141,0.093603,0.093755,0.089661,0.098778,0.10738,0.12886,0.15533,0.17883,0.22358,0.39092,0.59243,0.66806,0.64817,0.60663,0.60581,0.60787,0.60834,0.60287,0.60451,0.60954,0.61308,0.62449,0.63745,0.64078,0.63808,0.63817,0.63827,0.58204,0.39231,0.3713,0.36784,0.35988,0.36306,0.36354,0.3646,0.36528,0.36115,0.3702,0.38569,0.38634,0.38188,0.37404,0.36305,0.46779,0.71437,0.67975,0.6235,0.75679,0.78418,0.71575,0.55365,0.46836,0.53459,0.5262,0.5325,0.60826,0.6212,0.56491,0.4385,0.5358,0.58819,0.36879,0.37832,0.34898,0.30223,0.28704,0.24197,0.25657,0.33032,0.36419,0.35293,0.30079,0.29497,0.30096,0.30409,0.27096,0.20902,0.16563,0.17161,0.48127,0.69512,0.73323,0.70548,0.64497,0.42971,0.34348,0.33317,0.33798,0.31037,0.34406,0.37143,0.33616,0.31787,0.31394,0.34214,0.32258,0.31315,0.34845,0.495
0.74014,0.63659,0.684,0.41209,0.11697,0.1265,0.28753,0.51908,0.56597,0.23567,0.10702,0.12683,0.11837,0.11859,0.11413,0.10665,0.10256,0.10015,0.10599,0.10473,0.097589,0.095511,0.092971,0.084299,0.08168,0.08213,0.097447,0.12005,0.12611,0.1381,0.16119,0.15928,0.13551,0.12944,0.17638,0.20618,0.27322,0.41842,0.54337,0.70311,0.74199,0.65098,0.59557,0.59524,0.60172,0.60988,0.61077,0.61154,0.61832,0.62719,0.64116,0.65145,0.65918,0.66258,0.65452,0.64912,0.59711,0.40739,0.38882,0.38522,0.37912,0.3851,0.38232,0.37165,0.36541,0.36385,0.37954,0.38988,0.39124,0.38356,0.37892,0.37405,0.44097,0.64887,0.70932,0.66722,0.74777,0.7785,0.72681,0.59297,0.50485,0.54906,0.53847,0.54785,0.62119,0.63028,0.5584,0.47624,0.55539,0.43827,0.42062,0.45797,0.44779,0.42767,0.31531,0.21156,0.19014,0.25343,0.32388,0.36686,0.33688,0.30396,0.27482,0.26078,0.25472,0.22424,0.18799,0.13514,0.34474,0.60255,0.70956,0.67332,0.6947,0.62227,0.39294,0.36645,0.30761,0.29541,0.35131,0.34941,0.34005,0.30421,0.27967,0.31424,0.29772,0.32444,0.33881,0.47652
0.70591,0.72871,0.62449,0.31787,0.087178,0.13355,0.29641,0.51489,0.57035,0.2602,0.11479,0.12515,0.11589,0.11468,0.1115,0.10775,0.10245,0.097446,0.097982,0.098215,0.09455,0.090959,0.088329,0.08388,0.083281,0.085966,0.090066,0.098451,0.10582,0.11533,0.12993,0.15294,0.16291,0.22634,0.45202,0.61324,0.51578,0.55707,0.56355,0.68619,0.6751,0.63078,0.59999,0.58904,0.59566,0.61138,0.61976,0.62422,0.61924,0.62303,0.62895,0.63532,0.64142,0.63753,0.62584,0.6178,0.57584,0.41166,0.3991,0.39497,0.39058,0.3967,0.38833,0.37388,0.36182,0.37033,0.38637,0.395,0.39414,0.3848,0.37417,0.37552,0.43923,0.68096,0.71566,0.6161,0.68767,0.75194,0.73673,0.65716,0.54025,0.57868,0.54813,0.56201,0.6179,0.63032,0.55598,0.57523,0.50838,0.38689,0.46252,0.5576,0.60136,0.56858,0.40847,0.25197,0.1626,0.15491,0.20384,0.2692,0.3067,0.32484,0.31165,0.30658,0.24611,0.22172,0.19095,0.12943,0.22219,0.51353,0.65319,0.68563,0.65204,0.72935,0.64547,0.42289,0.30267,0.30172,0.33152,0.32784,0.3199,0.29764,0.28134,0.27221,0.28153,0.33254,0.33248,0.48296
0.71771,0.71053,0.53748,0.21719,0.078518,0.12617,0.31358,0.5202,0.58358,0.27438,0.11553,0.12021,0.11023,0.11045,0.10688,0.1032,0.098751,0.097586,0.095931,0.095109,0.097179,0.094082,0.08734,0.081749,0.084539,0.08876,0.088876,0.098718,0.10129,0.10621,0.10165,0.10811,0.15839,0.27251,0.49793,0.57304,0.4692,0.4183,0.52596,0.70629,0.60093,0.60417,0.59666,0.576,0.57933,0.57865,0.57163,0.57736,0.59565,0.60507,0.61834,0.6298,0.63863,0.63624,0.62489,0.61772,0.56921,0.40501,0.39732,0.3993,0.3959,0.39321,0.37619,0.35286,0.35617,0.37736,0.3873,0.39403,0.3896,0.38731,0.38517,0.37845,0.43059,0.6233,0.67904,0.5666,0.66021,0.75954,0.73761,0.68037,0.57172,0.58678,0.56056,0.57343,0.62442,0.62047,0.54354,0.60756,0.40515,0.35631,0.52657,0.63894,0.67637,0.64383,0.53829,0.37231,0.25165,0.16053,0.12798,0.1339,0.18412,0.25408,0.33978,0.35388,0.30628,0.24211,0.17548,0.12738,0.15431,0.40867,0.61176,0.66741,0.62685,0.66779,0.73731,0.6442,0.37959,0.32872,0.31386,0.30608,0.31414,0.29422,0.26372,0.23169,0.26013,0.32878,0.30122,0.5013
